,electricity,natural_gas,fuel_oil,vehicle_miles,housing_fp,county_total_fp
2238,10425.0,16055.0,208,28601,16.0,207400
2239,10644.0,37675.0,101,26258,16.2,290589
2240,11174.0,59801.0,10,24857,17.0,1287829
2241,10005.0,18937.0,149,26064,15.1,129148
2242,11161.0,57819.0,6,24367,16.7,491244
2243,10067.0,24401.0,103,25424,14.2,645727
2244,11266.0,59053.0,12,21559,16.4,2326605
2245,11505.0,51557.0,60,24756,16.8,1045405
2246,11250.0,51375.0,77,22688,16.7,2184233
2247,9446.0,39844.0,15,20379,13.5,1180045
2248,11710.0,51293.0,25,26301,16.5,2956290
2249,10183.0,44338.0,93,21464,15.5,1410892
2250,10686.0,26817.0,95,28228,14.8,804887
2251,11433.0,46816.0,53,23339,16.3,6648302
2252,10458.0,35458.0,100,24629,15.2,462635
2253,11311.0,40937.0,66,25862,16.0,811202
2254,11563.0,58341.0,35,22239,16.9,3055431
2255,11614.0,35949.0,92,27544,16.3,24065629
2256,10934.0,34967.0,81,25574,15.4,903602
2257,10578.0,45600.0,102,23351,16.0,2333833
2258,10520.0,45641.0,62,23278,15.5,728352
2259,10919.0,53937.0,58,23508,16.4,1031986
2260,10884.0,71377.0,3,17675,16.8,29568284
2261,11053.0,40502.0,55,26023,15.6,1023728
2262,11122.0,49816.0,35,25530,16.0,849838
2263,13889.0,54892.0,40,28601,19.0,25847747
2264,11373.0,58365.0,12,20972,16.5,1850629
2265,12648.0,51666.0,34,27028,17.5,2513460
2266,10450.0,43266.0,57,23620,15.2,541307
2267,10885.0,58261.0,7,19343,15.9,23364635
2268,12041.0,54698.0,16,27730,16.9,1018173
2269,10063.0,31930.0,33,23389,13.8,654245
2270,13603.0,44591.0,152,29205,19.4,2304350
2271,11179.0,49136.0,38,23414,16.0,13356919
2272,10413.0,43314.0,48,21743,15.0,892026
2273,10957.0,55481.0,18,19501,15.9,18325528
2274,11487.0,55770.0,12,22913,16.4,1381663
2275,10994.0,48400.0,21,24332,15.7,654846
2276,10473.0,37285.0,122,23716,15.6,399350
2277,12156.0,53702.0,25,27482,17.1,631236
2278,10646.0,32472.0,78,24704,14.9,828054
2279,10852.0,41884.0,32,25382,15.1,564636
2280,13131.0,51638.0,36,22012,17.9,507263
2281,11447.0,48009.0,42,25685,16.3,1543570
2282,10525.0,39484.0,36,23505,14.7,629467
2283,10172.0,42502.0,127,21183,15.8,1602337
2284,11327.0,48244.0,43,25176,16.2,1144362
2285,12301.0,63742.0,20,22978,17.8,4984818
2286,10359.0,39289.0,18,21594,14.3,1223166
2287,11773.0,53071.0,32,25185,16.7,2857405
2288,11012.0,42854.0,43,24538,15.5,1159583
2289,11891.0,63334.0,11,23319,17.3,5713215
2290,11138.0,68067.0,5,19069,16.1,8707017
2291,11065.0,25947.0,,24485,11.8,52389
2292,13356.0,30409.0,1,32311,13.7,2318201
2293,12619.0,39163.0,0,23005,13.7,10853925
2294,10431.0,27600.0,0,24775,11.4,626079
2295,12176.0,32582.0,1,22457,13.0,295884
2296,11442.0,30654.0,0,27206,12.4,607245
2297,12260.0,26460.0,1,25187,12.7,556622
2298,11843.0,35118.0,1,24493,12.9,89940
2299,11760.0,44463.0,,25256,16.2,159185
2300,12814.0,39875.0,,25413,13.8,42332
2301,15648.0,36465.0,0,31184,15.9,69883354
2302,11743.0,27548.0,3,24538,12.8,212280
2303,11644.0,28251.0,3,25328,12.3,342711
2304,11959.0,26377.0,1,22960,12.3,257567
2305,11757.0,34422.0,0,26780,15.5,271375
2306,13309.0,29042.0,1,24533,13.5,5868864
2307,10977.0,36251.0,,25170,14.9,96370
2308,11722.0,27116.0,2,26965,12.3,483744
2309,11535.0,24659.0,3,28724,12.0,23719
2310,12502.0,24260.0,1,26256,12.6,138060
2311,11345.0,26289.0,1,23694,11.9,368531
2312,10908.0,47851.0,0,24162,15.6,510524
2313,11795.0,32810.0,0,26762,12.7,2404127
2314,11589.0,30842.0,0,24114,15.1,2705226
2315,12153.0,26190.0,2,25617,12.5,486542
2316,12704.0,25914.0,0,28161,12.9,1490080
2317,11050.0,44910.0,,24127,15.5,689789
2318,12631.0,43885.0,1,20778,14.2,82896
2319,11870.0,30535.0,1,25519,12.6,201441
2320,12171.0,48436.0,,29587,16.8,134345
2321,12300.0,43034.0,,25183,13.8,110442
2322,12294.0,25354.0,1,28077,11.4,972096
2323,12629.0,29099.0,0,23344,13.0,66378350
2324,12108.0,31022.0,1,25043,15.6,1097240
2325,13658.0,50862.0,,34482,18.4,26902
2326,11533.0,36176.0,,22016,12.7,146692
2327,11859.0,24693.0,1,30003,12.2,19014152
2328,12163.0,44708.0,,29040,16.6,80312
2329,11169.0,25978.0,1,25927,11.8,1098721
2330,13580.0,24426.0,1,20426,13.1,8882851
2331,12155.0,28503.0,1,25934,12.7,690338
2332,11116.0,40700.0,0,25432,15.3,443566
2333,11046.0,24288.0,1,28522,11.7,985702
2334,11024.0,28512.0,2,25504,11.9,632565
2335,11664.0,27382.0,1,22496,12.3,486979
2336,11693.0,34106.0,,22707,12.7,618678
2337,11161.0,27439.0,,24050,11.9,60527
2338,11380.0,30190.0,0,26811,12.3,1433278
2339,11178.0,46930.0,1,26518,15.9,568635
2340,10911.0,24017.0,3,29276,11.6,42278
2341,11845.0,33717.0,1,26892,12.8,163485
2342,13197.0,27731.0,1,25983,13.3,294439
2343,11565.0,25401.0,0,24492,11.7,759381
2344,11218.0,27448.0,,24092,12.0,54377
2345,12316.0,30788.0,0,21361,11.7,4457406
2346,12902.0,26149.0,,22753,12.9,103271
2347,13744.0,27010.0,1,23998,13.6,741455
2348,12335.0,28287.0,1,31496,12.9,2601619
2349,12321.0,35522.0,0,25499,13.3,294059
2350,12288.0,28140.0,2,23869,12.7,267298
2351,12349.0,27333.0,1,30267,12.8,2041645
2352,13569.0,26375.0,1,35055,13.7,730838
2353,12372.0,24921.0,,19089,12.2,9158
2354,10296.0,24865.0,,25498,11.2,19710
2355,10566.0,25452.0,1,23190,11.5,878570
2356,10325.0,26854.0,3,22873,11.3,119650
2357,10834.0,26070.0,,28747,11.7,3935
2358,12070.0,25217.0,,22061,12.3,78559
2359,12992.0,27374.0,0,20945,13.1,566143
2360,13240.0,38956.0,,22052,14.1,87916
2361,11315.0,30299.0,1,25114,12.3,969438
2362,11505.0,45367.0,,24594,16.0,293632
2363,12246.0,27816.0,0,29215,12.7,396766
2364,12678.0,27332.0,,21259,12.8,103130
2365,13009.0,27857.0,2,24425,13.2,522265
2366,12554.0,26794.0,1,27209,12.8,303992
2367,11748.0,25031.0,1,24354,12.2,439218
2368,12211.0,26194.0,2,28225,12.1,1508206
2369,11960.0,29902.0,1,23653,12.6,423143
2370,12414.0,48839.0,,27249,17.1,80669
2371,13285.0,24941.0,,24241,13.1,190232
2372,10695.0,22679.0,2,23206,11.3,456867
2373,9969.0,23548.0,,24184,10.9,2366
2374,10323.0,37356.0,0,22505,14.3,4685501
2375,11542.0,38592.0,1,26912,14.9,131435
2376,11927.0,27424.0,1,23288,12.5,203437
2377,11186.0,26723.0,,21302,14.4,210893
2378,11347.0,31743.0,,26541,12.3,90490
2379,10372.0,23745.0,,24515,11.1,104433
2380,11469.0,27484.0,1,22289,12.0,836995
2381,12184.0,25255.0,1,20434,12.3,657759
2382,12489.0,27392.0,1,28702,12.8,708530
2383,10309.0,25671.0,3,20772,11.1,67559
2384,12226.0,32951.0,0,23835,13.1,2271920
2385,12019.0,28648.0,0,26094,12.6,516673
2386,12106.0,29002.0,,25472,12.7,117059
2387,10802.0,33749.0,,20787,12.1,174151
2388,11575.0,32235.0,1,26769,12.5,484378
2389,14074.0,29121.0,1,30092,13.8,8586100
2390,10952.0,47186.0,1,27831,15.6,389046
2391,12056.0,32394.0,,24211,15.6,317904
2392,9665.0,26002.0,,24985,10.8,34748
2393,10957.0,27038.0,0,22929,11.9,1114347
2394,12307.0,31879.0,1,24767,13.0,849105
2395,11538.0,25220.0,2,23699,11.7,276145
2396,10872.0,34286.0,1,22864,12.2,338592
2397,13172.0,27232.0,0,22051,13.2,5741735
2398,11569.0,46647.0,,28145,16.1,196801
2399,12054.0,38138.0,7,30083,16.1,56615
2400,12652.0,27471.0,1,26263,11.7,1704311
2401,11815.0,31912.0,,24033,12.6,615266
2402,11845.0,28975.0,1,24900,15.0,491721
2403,12564.0,27267.0,1,32338,13.0,1689073
2404,11451.0,44913.0,0,27437,15.9,190226
2405,12104.0,32545.0,0,25961,12.8,301232
2406,11133.0,24761.0,1,21939,10.6,872926
2407,10570.0,46696.0,0,22020,15.2,3826344
2408,10091.0,27814.0,,21965,11.1,145742
2409,11188.0,25528.0,3,26775,11.8,170264
2410,11038.0,42023.0,,25964,15.4,4500304
2411,12512.0,36737.0,,26248,13.4,67029
2412,9934.0,23121.0,,21165,10.8,83919
2413,11285.0,30050.0,1,25719,12.2,314585
2414,12360.0,39262.0,,21972,13.5,220634
2415,13778.0,28356.0,0,23924,13.7,176734
2416,12948.0,48975.0,,32614,17.7,20898
2417,12568.0,29170.0,1,22863,13.0,324918
2418,13983.0,32802.0,,35158,14.5,922263
2419,12091.0,34556.0,0,25724,13.1,270128
2420,12183.0,30468.0,1,25548,13.3,785584
2421,10657.0,24299.0,,20609,11.3,325211
2422,11641.0,28236.0,1,22267,12.3,203275
2423,11533.0,23691.0,0,23961,10.8,361639
2424,13636.0,27175.0,0,24696,13.5,1333899
2425,11064.0,28613.0,,25308,11.9,131459
2426,12449.0,32548.0,,26748,13.0,62669
2427,10892.0,32951.0,,23903,12.1,326374
2428,13223.0,35815.0,,26484,13.9,67053
2429,11559.0,28508.0,1,23184,12.5,550392
2430,12487.0,48843.0,,28798,17.2,51612
2431,11784.0,31010.0,0,25002,12.7,3465155
2432,12431.0,26242.0,,30168,12.7,138202
2433,13271.0,24286.0,0,20684,12.9,785266
2434,10842.0,31401.0,,22769,12.0,203658
2435,12474.0,31049.0,1,29323,13.1,31706
2436,9871.0,23795.0,2,23971,10.9,36809
2437,11055.0,31088.0,,25277,12.0,93268
2438,12141.0,45294.0,,26418,16.6,182032
2439,11691.0,31123.0,0,25662,12.6,28069340
2440,11539.0,33908.0,1,23180,12.6,2443094
2441,9989.0,24923.0,4,19277,11.0,33565
2442,11576.0,41326.0,2,24962,15.8,248546
2443,12333.0,33453.0,,25346,13.1,43828
2444,11588.0,30518.0,,24874,15.1,501420
2445,10909.0,30727.0,0,23043,11.9,1950689
2446,11711.0,28399.0,0,23829,12.3,17446441
2447,10999.0,24902.0,1,21507,10.6,333299
2448,11180.0,24542.0,2,23771,10.6,439556
2449,11715.0,27414.0,1,27372,13.1,733112
2450,12812.0,34773.0,,24431,13.4,72800
2451,11739.0,27385.0,0,23387,12.3,473891
2452,11705.0,27709.0,,23378,12.2,741828
2453,11548.0,26707.0,0,28939,12.6,982979
2454,12818.0,27624.0,1,25112,13.1,1627207
2455,10586.0,25093.0,1,23025,11.3,937673
2456,11544.0,26238.0,2,23789,12.1,349110
2457,11861.0,36170.0,0,22686,12.9,214640
2458,12574.0,26878.0,0,24241,12.8,618316
2459,11255.0,27656.0,0,23584,11.9,2634007
2460,12691.0,28093.0,2,24942,13.0,782107
2461,12443.0,46786.0,1,26451,15.5,139246
2462,11560.0,36554.0,0,24072,12.8,2582197
2463,11720.0,41501.0,0,23759,13.2,286491
2464,14707.0,26908.0,0,22246,14.1,317446
2465,14488.0,31646.0,0,31432,14.6,23849740
2466,13591.0,26058.0,1,32416,13.5,608996
2467,12824.0,40415.0,0,24016,13.9,150769
2468,12258.0,27425.0,1,31628,12.7,957789
2469,11318.0,27571.0,1,25367,13.3,868808
2470,11237.0,34512.0,2,26015,15.0,159596
2471,11317.0,32491.0,0,24029,12.4,415395
2472,12610.0,22713.0,1,20255,12.3,264698
2473,10075.0,23605.0,5,19678,10.7,166730
2474,11501.0,51668.0,84,25331,12.7,128883
2475,13430.0,76988.0,2,31216,14.6,806913
2476,12145.0,71540.0,3,28794,13.5,1543911
2477,10827.0,71065.0,0,26321,12.7,420937
2478,8104.0,29749.0,,16261,8.4,39860
2479,13980.0,80704.0,0,29932,15.1,4297994
2480,10180.0,46642.0,3,24873,10.7,357796
2481,12385.0,60185.0,0,32122,12.7,225972
2482,10731.0,32031.0,35,23709,10.4,123687
2483,10626.0,49383.0,,22093,10.9,176771
2484,12110.0,50026.0,46,25237,12.4,656624
2485,11908.0,53594.0,58,32851,12.8,149013
2486,9636.0,24549.0,36,25090,9.4,166034
2487,12345.0,55226.0,28,29017,12.8,232810
2488,16190.0,81252.0,,40307,16.2,141541
2489,12982.0,55003.0,38,24224,13.1,32603
2490,10768.0,50929.0,34,24661,11.6,116055
2491,12396.0,76694.0,0,25813,13.9,16659869
2492,9276.0,35939.0,7,21453,9.3,193388
2493,12354.0,64399.0,33,27985,13.5,406801
2494,13204.0,61472.0,37,27856,13.8,361576
2495,13424.0,66363.0,1,25826,13.7,951040
2496,12433.0,65604.0,18,30847,13.3,759829
2497,10307.0,50916.0,1,27392,11.1,408369
2498,13485.0,72718.0,1,28998,14.2,5903263
2499,12488.0,69650.0,1,27819,13.5,335403
2500,11441.0,38787.0,3,22856,10.8,1664269
2501,10408.0,24602.0,107,25169,10.8,60645
2502,11837.0,77539.0,1,25401,13.7,3683635
2503,7510.0,22167.0,544,25860,14.1,752384
2504,7195.0,21707.0,644,22700,15.2,939727
2505,7011.0,22076.0,548,23025,13.9,683832
2506,7880.0,46669.0,299,25052,12.8,3048587
2507,6945.0,22350.0,568,19920,14.0,210242
2508,7716.0,37659.0,424,25093,13.7,841290
2509,7439.0,22803.0,516,22654,13.6,223956
2510,7356.0,22563.0,477,24709,13.2,513638
2511,7531.0,22480.0,486,25792,13.4,628143
2512,6907.0,22080.0,551,21022,13.9,652288
2513,6915.0,21455.0,615,22372,14.7,1557708
2514,6734.0,22387.0,522,23578,13.5,1325051
2515,6891.0,22662.0,528,21630,13.6,1214273
2516,7094.0,22562.0,539,23392,13.9,1532058
2517,11475.0,23296.0,300,20559,14.1,867281
2518,12127.0,31658.0,110,27499,14.0,2705884
2519,10454.0,44842.0,139,21851,13.6,164895
2520,12495.0,24356.0,187,33616,14.0,240287
2521,11118.0,24813.0,146,27143,15.7,649711
2522,11542.0,23996.0,198,27752,15.5,304926
2523,10869.0,45294.0,36,18856,12.3,4331863
2524,11757.0,29352.0,185,31582,16.5,907355
2525,10571.0,23360.0,291,26603,14.1,156887
2526,11872.0,25475.0,132,29264,16.1,1510037
2527,10610.0,23796.0,191,27892,15.7,168612
2528,12779.0,29324.0,156,34308,16.9,652589
2529,11306.0,25163.0,196,22749,13.5,335648
2530,10231.0,23953.0,142,24185,13.9,534182
2531,11293.0,24241.0,148,25572,15.3,248953
2532,11158.0,24659.0,159,27570,13.9,741056
2533,12582.0,24617.0,180,30518,14.0,452308
2534,10647.0,23117.0,232,24958,16.1,510558
2535,12669.0,24039.0,238,30239,14.7,108539
2536,11178.0,23629.0,230,25165,13.6,310995
2537,13928.0,37641.0,93,29670,14.8,15665277
2538,12304.0,25385.0,240,32125,14.7,347378
2539,11752.0,23928.0,166,28966,13.2,109976
2540,12932.0,33288.0,148,31214,14.4,759757
2541,12328.0,24836.0,128,28573,14.0,112783
2542,10466.0,23436.0,156,23551,14.1,305920
2543,12898.0,25169.0,143,32612,13.8,324471
2544,11776.0,24151.0,228,25935,14.1,250020
2545,14660.0,53253.0,35,28573,15.6,27236349
2546,14263.0,30915.0,143,37291,15.2,1304365
2547,11359.0,23848.0,174,28720,16.1,301716
2548,12283.0,25952.0,83,31417,15.8,407930
2549,11215.0,24151.0,141,28078,15.6,1121272
2550,12170.0,32250.0,115,31792,15.8,1932929
2551,11172.0,28327.0,177,27453,16.3,407352
2552,12672.0,25069.0,116,29686,13.3,749914
2553,13970.0,26207.0,140,33701,14.9,366639
2554,10020.0,22627.0,326,23321,16.6,343927
2555,12485.0,26010.0,110,32790,13.1,318488
2556,10655.0,23891.0,225,22218,13.3,314043
2557,10584.0,23726.0,246,24354,13.5,765448
2558,13947.0,30514.0,150,33284,15.1,1906978
2559,12387.0,39269.0,118,23638,14.2,12408181
2560,10169.0,23912.0,182,24790,15.1,909966
2561,9924.0,23672.0,189,24013,14.3,80171
2562,13604.0,38528.0,98,24768,14.6,1434904
2563,12869.0,24783.0,183,30502,14.2,376666
2564,13136.0,24906.0,176,33193,14.3,283320
2565,12204.0,23465.0,268,20863,14.8,329207
2566,10595.0,23806.0,122,22549,13.8,453665
2567,15949.0,49705.0,58,32134,16.5,4328538
2568,12867.0,24548.0,158,28074,13.9,580201
2569,11011.0,23140.0,301,21746,14.4,186943
2570,12185.0,24917.0,205,31131,14.1,273104
2571,12564.0,23522.0,229,26014,14.6,267441
2572,11050.0,25520.0,206,21830,13.4,781838
2573,12201.0,23926.0,164,22984,13.5,318670
2574,9622.0,30081.0,96,23983,14.0,1526962
2575,11465.0,23761.0,194,28176,16.5,520982
2576,13723.0,25703.0,134,34668,14.2,371536
2577,11565.0,23252.0,313,19310,14.4,284911
2578,12053.0,23347.0,285,21547,14.9,342587
2579,10746.0,23594.0,317,23527,14.5,313937
2580,11745.0,24535.0,206,29174,13.9,721357
2581,10555.0,23886.0,228,27171,16.2,529283
2582,10331.0,23675.0,190,25822,15.3,467107
2583,11140.0,24403.0,190,26950,14.4,988250
2584,13614.0,26282.0,97,36971,13.8,415528
2585,10897.0,23737.0,245,22227,13.7,391233
2586,12438.0,31585.0,72,27574,13.0,369188
2587,14665.0,49957.0,53,30666,15.6,6888097
2588,10403.0,27774.0,167,24287,15.4,686833
2589,12062.0,24207.0,190,32146,13.9,132323
2590,11647.0,23585.0,243,24367,14.1,175050
2591,12806.0,47231.0,89,27593,18.0,4562734
2592,11007.0,23986.0,278,29273,14.8,277134
2593,11002.0,24829.0,236,29991,15.5,1231485
2594,10339.0,23891.0,159,25484,14.1,596155
2595,10223.0,23631.0,118,24081,13.5,502725
2596,11002.0,25286.0,216,27906,15.5,886324
2597,9818.0,27947.0,234,24200,15.5,729252
2598,12321.0,24530.0,182,25229,13.9,249740
2599,13873.0,37199.0,58,33527,14.3,3152171
2600,14813.0,38233.0,78,34907,15.3,3941721
2601,12442.0,24240.0,223,26287,14.4,160196
2602,11724.0,23781.0,222,23723,13.9,200592
2603,9807.0,25698.0,138,24087,13.6,948128
2604,11134.0,24303.0,192,28023,13.3,667694
2605,10575.0,27731.0,114,26023,14.8,1514567
2606,11352.0,23565.0,234,22767,13.8,422185
2607,10097.0,23898.0,101,23379,13.2,811173
2608,10589.0,26065.0,231,25553,16.3,684442
2609,14869.0,44656.0,69,29406,15.5,4191125
2610,11858.0,35306.0,41,27589,11.6,308912
2611,12395.0,50353.0,24,25296,12.8,424457
2612,11472.0,27011.0,9,27875,10.7,2770970
2613,10389.0,23600.0,10,23560,9.5,1327444
2614,9723.0,22125.0,13,23558,9.1,1306666
2615,11692.0,32518.0,13,27231,10.9,6678467
2616,9929.0,21844.0,219,26459,12.1,88315
2617,10094.0,24090.0,9,25932,9.5,1783359
2618,10832.0,23976.0,9,27060,9.9,578768
2619,10248.0,23524.0,37,23240,9.8,138025
2620,11001.0,27396.0,15,27381,10.4,782154
2621,11369.0,22502.0,126,25558,11.8,59697
2622,10434.0,23084.0,3,25749,9.4,1318226
2623,9957.0,27021.0,26,23694,9.7,1453323
2624,10728.0,28825.0,34,24794,10.3,1181107
2625,9780.0,22461.0,45,23719,9.5,582168
2626,11297.0,38963.0,48,23478,11.3,36975728
2627,11221.0,32992.0,55,26488,11.1,4548594
2628,9553.0,30931.0,36,23502,9.8,691715
2629,10698.0,31492.0,35,27266,10.5,402036
2630,10762.0,27752.0,14,28220,10.0,1385983
2631,12780.0,36052.0,121,29718,13.2,271207
2632,10776.0,25452.0,17,25154,9.8,1109606
2633,10152.0,22148.0,20,24169,9.3,820543
2634,9320.0,22059.0,33,21077,9.1,529356
2635,10573.0,22170.0,5,23707,9.5,261259
2636,11091.0,35351.0,25,25779,10.8,13298530
2637,10259.0,22476.0,54,20468,9.7,395286
2638,11595.0,39076.0,23,27237,11.2,2108714
2639,11646.0,30271.0,14,28620,10.6,147550
2640,11595.0,35187.0,15,27909,10.9,12873975
2641,12241.0,49770.0,43,24227,12.8,8373587
2642,11761.0,33233.0,30,27894,11.1,742260
2643,11313.0,35451.0,19,26469,10.8,4155538
2644,11002.0,23392.0,50,29005,10.4,80725
2645,11352.0,41028.0,48,23422,12.0,310087
2646,11287.0,39817.0,18,23510,10.9,3222014
2647,10112.0,36209.0,51,21895,10.8,682747
2648,10904.0,35026.0,37,25270,10.8,3713722
2649,13398.0,46054.0,57,22212,17.9,321637
2650,12285.0,27401.0,162,24655,16.9,1731686
2651,13788.0,43874.0,13,22566,17.4,516797
2652,13595.0,43539.0,6,22260,17.1,305253
2653,14012.0,57428.0,87,23607,19.4,478820
2654,13275.0,51641.0,5,20152,17.5,2428697
2655,15847.0,61433.0,2,22453,20.2,190502
2656,13942.0,44233.0,6,23235,17.4,226011
2657,15914.0,64344.0,4,22807,20.5,143059
2658,12820.0,45863.0,32,21120,17.0,1117516
2659,14826.0,60463.0,5,21449,19.2,168378
2660,11358.0,24208.0,180,22902,16.2,266543
2661,11524.0,35108.0,155,22355,16.7,787046
2662,11941.0,23595.0,173,24686,16.4,514763
2663,13652.0,60772.0,62,22028,19.1,846031
2664,12471.0,26051.0,147,23320,16.8,350970
2665,14823.0,68692.0,3,21623,19.8,1623721
2666,14229.0,44397.0,8,25080,17.8,642677
2667,13174.0,23987.0,184,28348,17.8,1006363
2668,13678.0,53180.0,4,21119,17.9,4698137
2669,14784.0,61431.0,4,23163,19.3,444147
2670,14215.0,43478.0,5,22355,17.6,466609
2671,13188.0,41201.0,9,21320,16.7,778605
2672,13816.0,66026.0,12,21007,18.9,1368848
2673,13443.0,55250.0,35,22730,18.2,702872
2674,12664.0,33980.0,37,23473,16.1,579997
2675,11427.0,36651.0,65,20677,15.6,1360014
2676,12333.0,37232.0,173,24921,17.8,641580
2677,12345.0,32173.0,22,20369,15.5,565435
2678,12197.0,52962.0,28,19735,16.8,1580364
2679,11626.0,27995.0,162,23487,15.2,427015
2680,12491.0,23297.0,221,24231,17.5,404745
2681,12628.0,37502.0,43,23593,16.5,591824
2682,13178.0,63134.0,24,18649,18.3,1139009
2683,11499.0,24604.0,158,23463,16.0,244556
2684,15103.0,62807.0,5,24008,19.7,161736
2685,10844.0,23861.0,213,19997,16.1,340749
2686,12592.0,31250.0,234,24598,18.4,685793
2687,14457.0,40234.0,6,26630,17.8,1085361
2688,12624.0,45212.0,26,21094,16.7,1536045
2689,12502.0,41935.0,51,21444,16.7,664412
2690,15788.0,65412.0,2,23160,20.4,285889
2691,14985.0,54195.0,5,23103,19.1,331789
2692,11466.0,37752.0,112,20309,16.3,277407
2693,13009.0,51382.0,57,21962,17.8,301732
2694,13793.0,48121.0,43,21934,18.1,198420
2695,15398.0,60988.0,7,23235,19.9,215838
2696,13348.0,47169.0,4,22025,17.2,521188
2697,14014.0,49466.0,5,21519,17.9,2435120
2698,11149.0,24067.0,93,20720,14.8,224122
2699,14593.0,63298.0,13,23159,19.4,440670
2700,15969.0,58658.0,3,23095,20.1,176881
2701,14621.0,64355.0,2,21629,19.4,2021581
2702,12676.0,39786.0,19,22303,16.3,531241
2703,8456.0,36237.0,22,19585,12.7,343860
2704,8724.0,53572.0,50,21484,14.8,460131
2705,9380.0,44664.0,59,25114,15.0,1052187
2706,8668.0,38167.0,63,21226,13.8,421616
2707,10111.0,65325.0,24,24880,16.3,4891897
2708,9417.0,29523.0,127,29411,15.0,338743
2709,8404.0,32677.0,44,20669,12.9,494294
2710,11005.0,55882.0,110,29392,17.7,546848
2711,9209.0,41137.0,109,27270,15.2,1181383
2712,9669.0,40433.0,112,27554,15.7,734823
2713,10130.0,49716.0,54,27563,15.8,1401776
2714,9464.0,48078.0,50,23387,15.0,392732
2715,9756.0,59599.0,18,23541,15.6,9215735
2716,10334.0,58526.0,59,27543,16.5,2235251
2717,9068.0,39696.0,94,20830,14.6,890174
2718,8576.0,51455.0,83,23095,15.0,1027466
2719,9170.0,38547.0,73,28904,14.6,782902
2720,9105.0,49099.0,85,23804,15.3,1833192
2721,8718.0,38171.0,49,18759,13.4,184965
2722,9059.0,45353.0,35,18802,14.1,306088
2723,9730.0,42300.0,126,27275,15.9,1134762
2724,10171.0,46377.0,109,28724,16.3,771237
2725,10661.0,57752.0,41,25448,16.7,530890
2726,10254.0,42740.0,118,29995,16.3,496109
2727,8301.0,45192.0,96,18799,14.4,219997
2728,9143.0,36803.0,98,26068,14.7,372437
2729,10352.0,61474.0,44,27558,16.2,1744559
2730,9299.0,40423.0,58,24526,14.6,611543
2731,10251.0,68205.0,14,24343,16.1,2993380
2732,10297.0,47825.0,127,29639,16.7,477972
2733,9566.0,56161.0,52,23255,15.8,2140963
2734,10311.0,40140.0,181,29512,17.1,349291
2735,9001.0,50528.0,62,23298,14.8,554895
2736,9439.0,51638.0,51,24831,15.2,837021
2737,10110.0,66020.0,41,25505,16.6,1818163
2738,10128.0,59365.0,68,27037,16.6,2587282
2739,9159.0,49143.0,58,22325,14.8,1348276
2740,9590.0,42501.0,22,22719,14.3,486546
2741,8587.0,27762.0,38,17936,12.6,87842
2742,9205.0,70347.0,26,17954,15.4,18348214
2743,9712.0,45115.0,78,25982,15.6,854832
2744,9830.0,45152.0,66,28303,15.3,913430
2745,9457.0,56539.0,19,19975,15.0,1246768
2746,10515.0,61347.0,51,26114,16.4,3716309
2747,11886.0,69730.0,40,29816,18.2,1994255
2748,9930.0,35784.0,113,29661,15.8,165635
2749,10499.0,48530.0,53,32362,16.3,913916
2750,9876.0,40248.0,61,27196,15.2,1095280
2751,9880.0,55978.0,44,25947,15.8,1341253
2752,8962.0,42133.0,50,21844,14.2,441206
2753,10569.0,68404.0,29,24882,16.6,4209268
2754,9440.0,44741.0,57,25351,15.0,358365
2755,10316.0,66120.0,22,24952,16.6,3286839
2756,8838.0,40198.0,64,25201,14.2,335629
2757,9910.0,48936.0,58,26488,15.6,1227183
2758,8375.0,32880.0,28,17615,12.7,570506
2759,9435.0,45903.0,107,25860,15.4,836105
2760,10275.0,65694.0,35,24344,16.5,2412590
2761,9149.0,36426.0,104,26983,14.8,396529
2762,10252.0,43691.0,125,29497,16.6,698810
2763,9646.0,39266.0,94,26095,15.3,627311
2764,9146.0,45060.0,21,16534,14.0,880534
2765,10712.0,65364.0,23,24559,16.6,2291026
2766,8495.0,32433.0,60,20820,13.2,552780
2767,11215.0,60188.0,50,29998,16.9,2709614
2768,11719.0,68993.0,42,29258,17.9,8590987
2769,9772.0,48030.0,65,26601,15.3,1354769
2770,9647.0,42765.0,40,22810,14.6,575386
2771,10113.0,66943.0,25,24009,16.3,3241039
2772,9746.0,53351.0,84,25835,16.0,1899827
2773,7863.0,52751.0,0,22066,14.1,667977
2774,11117.0,62857.0,3,26725,16.0,255967
2775,10247.0,49850.0,2,32912,16.6,780405
2776,9193.0,55615.0,1,23557,12.7,379767
2777,10285.0,54756.0,,28298,11.3,275871
2778,9129.0,30660.0,13,29845,14.3,153335
2779,9131.0,50317.0,2,24788,13.7,738509
2780,9901.0,58261.0,5,25036,16.9,292947
2781,8748.0,55719.0,9,23740,10.7,107156
2782,9978.0,55785.0,1,25645,16.7,179174
2783,10338.0,65017.0,1,25017,13.4,1625902
2784,9613.0,37872.0,8,27534,10.1,321755
2785,10005.0,63048.0,0,24862,14.0,1436040
2786,10308.0,55589.0,14,25807,17.3,66073
2787,10081.0,59120.0,3,25726,11.6,543811
2788,9557.0,51954.0,2,25269,16.0,239228
2789,9083.0,51039.0,1,23620,15.3,607786
2790,9100.0,38349.0,15,24755,9.8,155973
2791,10193.0,68589.0,0,28920,12.3,817863
