,electricity,natural_gas,fuel_oil,vehicle_miles,housing_fp,county_total_fp
1135,11317.0,56176.0,47,24504,17.5,259561
1136,10284.0,37446.0,145,25998,16.5,167082
1137,10830.0,53839.0,52,23175,16.9,968054
1138,13165.0,55823.0,37,30134,19.1,2081621
1139,11047.0,47514.0,97,25355,17.3,274361
1140,13897.0,36395.0,0,19623,15.4,677725
1141,13576.0,32434.0,2,23859,15.1,729431
1142,12820.0,26544.0,1,22387,13.9,260412
1143,12721.0,34683.0,2,21498,14.3,391599
1144,13651.0,34011.0,,23937,15.2,110759
1145,13779.0,38914.0,1,19425,15.1,689200
1146,12737.0,31442.0,1,23263,14.4,299652
1147,12667.0,29991.0,1,23217,13.8,204353
1148,12905.0,31339.0,4,23591,14.6,384404
1149,12979.0,30995.0,1,23651,14.6,174867
1150,13217.0,32829.0,0,20138,14.6,177660
1151,13646.0,29904.0,1,23921,15.0,372657
1152,13051.0,36105.0,1,22100,15.0,385644
1153,13507.0,45561.0,0,17803,15.5,484221
1154,13435.0,31878.0,1,23391,14.7,566079
1155,13293.0,27939.0,5,24472,14.4,409622
1156,12773.0,29902.0,1,21800,14.1,1709585
1157,13418.0,28721.0,1,22200,14.1,184516
1158,13658.0,25386.0,1,28974,14.5,466523
1159,12660.0,25428.0,0,25407,13.7,181084
1160,13076.0,36823.0,2,21371,15.0,454315
1161,12132.0,24819.0,1,22133,13.3,840050
1162,13082.0,29734.0,0,22288,14.3,3941821
1163,13570.0,36943.0,1,20730,12.8,4503182
1164,13271.0,35035.0,1,18538,13.8,404535
1165,13963.0,39239.0,,17947,15.5,173292
1166,11762.0,25648.0,,17442,12.9,18585
1167,13610.0,31595.0,3,25864,15.1,514187
1168,13421.0,28798.0,0,25259,14.5,2405651
1169,13104.0,27363.0,4,23159,14.2,379940
1170,12988.0,32554.0,1,18488,14.4,158299
1171,13282.0,27812.0,0,22105,14.3,216388
1172,13487.0,32005.0,1,23250,14.8,1235019
1173,12421.0,27361.0,,22652,13.9,179637
1174,11367.0,29156.0,,20834,13.1,648897
1175,14369.0,27442.0,1,27579,15.2,490794
1176,12789.0,32255.0,1,21603,14.5,1593856
1177,13450.0,26856.0,1,25542,14.4,359121
1178,13173.0,28752.0,1,24048,14.6,431063
1179,13081.0,35666.0,1,23628,15.0,1668972
1180,12708.0,42462.0,0,17318,14.8,579659
1181,13110.0,29606.0,0,23591,12.6,558230
1182,13295.0,31758.0,3,22377,14.9,1174080
1183,15073.0,35524.0,0,25930,13.6,1454734
1184,13093.0,28641.0,1,23695,14.3,485872
1185,13064.0,30582.0,2,24547,14.6,719329
1186,13245.0,32729.0,3,24500,15.0,744123
1187,12930.0,35912.0,1,21813,14.6,266025
1188,12482.0,28739.0,0,23095,14.0,589480
1189,12914.0,29125.0,,24484,14.4,377280
1190,12654.0,31297.0,2,19661,14.3,229744
1191,10918.0,29891.0,1,20760,12.8,709968
1192,12782.0,31892.0,2,22019,14.5,707338
1193,13428.0,25999.0,2,25607,14.4,1004877
1194,13167.0,25841.0,1,26668,14.1,231255
1195,13186.0,30806.0,2,21462,14.5,802736
1196,13923.0,34972.0,3,26358,15.6,496812
1197,13250.0,35656.0,0,25375,15.1,433816
1198,13664.0,41484.0,,19216,15.8,141448
1199,14272.0,31845.0,1,27458,15.5,2394837
1200,13188.0,29723.0,3,23631,14.6,571576
1201,14621.0,38563.0,1,19582,15.5,114000
1202,13162.0,28489.0,3,24588,14.2,537247
1203,13409.0,27822.0,2,24962,14.5,248837
1204,14081.0,26360.0,4,27795,14.9,376817
1205,9355.0,29153.0,47,27995,9.7,354889
1206,9815.0,44363.0,47,25397,11.0,702449
1207,10242.0,23984.0,126,31441,11.0,85878
1208,9030.0,24874.0,79,27048,9.6,169715
1209,10355.0,38122.0,40,26967,10.6,351385
1210,9987.0,44288.0,34,29009,10.9,120856
1211,9942.0,54445.0,21,23728,11.1,287177
1212,9530.0,23762.0,49,29632,9.4,127245
1213,10011.0,41452.0,52,26246,10.9,1183755
1214,9332.0,23615.0,31,18581,9.0,312818
1215,10228.0,38174.0,51,27744,10.8,190623
1216,11729.0,59168.0,4,22604,18.2,1476715
1217,11020.0,43028.0,9,19580,16.4,206382
1218,11668.0,45372.0,25,26788,17.4,358846
1219,12958.0,69488.0,12,30100,18.6,907899
1220,10888.0,55491.0,6,24965,17.1,122571
1221,12533.0,69837.0,13,26969,19.7,849436
1222,11031.0,35282.0,6,26799,15.9,131863
1223,11855.0,60704.0,27,25727,17.8,426040
1224,12153.0,58004.0,4,26806,18.5,328295
1225,10766.0,54676.0,3,20782,16.8,3651070
1226,12168.0,57414.0,3,26157,18.4,862858
1227,11698.0,48222.0,5,26834,17.5,429296
1228,11629.0,45337.0,2,24986,17.1,309362
1229,12859.0,51333.0,3,30096,18.7,705413
1230,10516.0,49911.0,2,22147,16.3,1076169
1231,10748.0,75640.0,3,18251,16.8,103328688
1232,12205.0,53251.0,3,24886,18.2,466220
1233,12163.0,43666.0,3,27481,17.6,241702
1234,12895.0,56913.0,10,26436,19.3,494135
1235,11975.0,57960.0,6,26294,18.4,446273
1236,12460.0,45191.0,9,27377,18.0,155441
1237,12390.0,47035.0,4,27056,18.1,816724
1238,11625.0,50451.0,5,25530,17.5,430722
1239,12192.0,64082.0,14,27346,19.1,332495
1240,11068.0,43792.0,2,23015,16.4,891823
1241,11878.0,63516.0,4,25979,18.6,874562
1242,12648.0,45827.0,2,25700,18.1,164083
1243,11883.0,56576.0,10,27145,18.3,342258
1244,12377.0,65156.0,3,30572,17.7,950522
1245,11471.0,43029.0,3,26216,16.8,198442
1246,12319.0,53812.0,14,28299,18.6,503916
1247,11657.0,45707.0,5,21038,17.0,101942
1248,12003.0,55463.0,7,26841,18.1,201147
1249,12736.0,70220.0,8,28051,19.4,1176025
1250,12218.0,58937.0,25,28062,18.8,764141
1251,9798.0,36268.0,4,19792,14.6,1211586
1252,11939.0,43705.0,5,29226,17.4,218587
1253,11189.0,43043.0,4,23531,16.5,820845
1254,11560.0,44958.0,8,28531,17.1,426127
1255,11464.0,54485.0,37,24904,17.2,617080
1256,10811.0,30916.0,6,25553,15.4,244060
1257,13362.0,78351.0,2,27462,19.5,9723596
1258,11572.0,65062.0,4,24269,16.9,2097005
1259,14059.0,74295.0,6,32361,19.9,1302179
1260,11326.0,66086.0,3,23029,18.3,1206926
1261,13655.0,78737.0,1,27655,19.8,15272978
1262,11601.0,53139.0,4,24753,17.6,345395
1263,11709.0,65291.0,15,26729,17.3,790628
1264,11998.0,64927.0,10,26731,17.8,770261
1265,12118.0,58789.0,9,25713,18.6,628254
1266,11973.0,63142.0,1,22604,18.6,2560436
1267,12192.0,54531.0,5,28036,18.3,1196750
1268,11960.0,56605.0,8,24439,18.2,5914831
1269,11651.0,52383.0,3,24126,17.6,1048459
1270,12865.0,62215.0,10,28624,19.3,358867
1271,11910.0,52920.0,6,28770,18.0,440522
1272,11642.0,46616.0,5,23037,17.2,330212
1273,13021.0,54665.0,2,30388,19.2,312595
1274,12677.0,60512.0,22,30610,19.3,419805
1275,13132.0,43070.0,6,32698,18.5,639756
1276,11652.0,55112.0,8,25739,17.9,659589
1277,11297.0,54136.0,3,23915,17.4,778338
1278,12568.0,53867.0,10,28331,18.7,316577
1279,12119.0,64042.0,17,29233,17.6,1116730
1280,11210.0,65979.0,2,22159,18.1,4030047
1281,11752.0,47080.0,5,24194,17.3,450092
1282,13467.0,62834.0,10,29976,20.3,389243
1283,11907.0,54250.0,3,25760,18.0,426888
1284,11085.0,34014.0,11,24483,15.8,96432
1285,11583.0,39891.0,9,21903,16.7,159735
1286,13260.0,60961.0,16,28504,20.0,171774
1287,11694.0,43877.0,16,27189,17.3,787820
1288,11951.0,51569.0,2,24361,17.8,379971
1289,11387.0,71674.0,2,21894,17.8,3280289
1290,11422.0,46860.0,2,22584,17.0,603553
1291,11985.0,58718.0,0,22953,18.4,4515714
1292,11372.0,47620.0,16,27348,17.2,164358
1293,12690.0,53022.0,9,29348,18.8,123059
1294,12189.0,48677.0,8,28317,18.0,461428
1295,12336.0,59289.0,17,27785,19.1,154398
1296,11364.0,65622.0,19,24996,17.1,1163277
1297,12053.0,66639.0,2,25927,19.0,2982276
1298,11006.0,38812.0,4,24333,16.1,375770
1299,11440.0,60918.0,5,22755,18.0,1843696
1300,11340.0,44225.0,60,25035,17.4,289537
1301,11600.0,62386.0,29,25305,18.6,381259
1302,12307.0,43628.0,14,29710,17.8,337274
1303,11531.0,43454.0,5,25985,16.9,384329
1304,11669.0,47565.0,1,24770,17.2,391898
1305,11847.0,66600.0,6,25897,17.4,1362346
1306,14290.0,80216.0,1,29809,20.4,13296014
1307,10747.0,38889.0,3,22382,15.8,1226830
1308,11667.0,74800.0,4,24101,17.7,6087120
1309,13481.0,64069.0,9,31803,20.2,708821
1310,12396.0,47675.0,35,27322,17.0,671799
1311,12795.0,63854.0,7,24160,18.0,7450329
1312,12437.0,49850.0,12,26826,16.7,1598733
1313,13850.0,55639.0,27,30228,18.7,240700
1314,11188.0,46515.0,18,26809,15.6,310534
1315,13718.0,51085.0,33,30938,18.4,1062211
1316,11842.0,31399.0,33,29334,15.2,186608
1317,13031.0,48737.0,36,30610,17.6,374594
1318,12637.0,61303.0,19,25949,17.8,884992
1319,11675.0,44788.0,13,24689,15.7,2113704
1320,11874.0,38710.0,50,28144,16.0,593228
1321,12468.0,53382.0,35,27627,17.4,747955
1322,11497.0,29130.0,41,29100,14.9,278862
1323,12684.0,46431.0,38,25587,17.0,574131
1324,11448.0,43218.0,64,27669,16.2,908178
1325,10946.0,66943.0,24,19856,16.8,5319737
1326,11540.0,58429.0,28,22001,16.8,1313940
1327,12979.0,60027.0,36,27812,18.4,3326504
1328,10228.0,37288.0,31,23291,14.3,447535
1329,11923.0,45324.0,53,27001,16.6,864016
1330,11705.0,48424.0,45,25127,16.5,2181482
1331,11677.0,47286.0,55,25068,16.5,325121
1332,10959.0,53593.0,16,20089,2.9,1996932
1333,10186.0,40365.0,46,23224,14.6,313304
1334,11377.0,34077.0,95,30337,16.0,499289
1335,10735.0,49005.0,33,23086,15.5,1800920
1336,11378.0,51576.0,32,25360,16.3,196723
1337,11376.0,49181.0,38,22463,16.2,1335604
1338,11059.0,36109.0,39,28193,15.2,406958
1339,11505.0,45637.0,37,27600,16.0,793766
1340,11438.0,42567.0,59,28135,16.1,967637
1341,10268.0,30902.0,72,24359,14.4,506928
1342,11552.0,51477.0,69,25727,16.9,3429575
1343,11297.0,35485.0,87,27931,15.8,894816
1344,12029.0,38839.0,47,29610,16.3,749635
1345,11178.0,53342.0,51,22736,16.4,2621746
1346,10334.0,35191.0,75,23593,14.8,1447303
1347,11398.0,57459.0,18,23902,16.5,1146017
1348,10049.0,38234.0,37,21617,14.2,1535186
1349,11163.0,51936.0,38,23759,16.2,1323312
1350,11649.0,43403.0,40,25665,16.1,940565
1351,11593.0,63071.0,34,22533,17.3,8554348
1352,11705.0,69978.0,10,21282,8.4,4963305
1353,11222.0,63561.0,36,22402,17.0,4624310
1354,11555.0,54998.0,47,23062,16.8,2025368
1355,12012.0,45906.0,34,28156,16.5,726783
1356,11459.0,49059.0,31,25391,16.3,540945
1357,10054.0,30250.0,57,25305,13.9,253640
1358,12626.0,44800.0,64,27367,17.4,3240217
1359,11778.0,55918.0,10,23113,16.6,1426395
1360,11914.0,51158.0,60,24626,17.0,2349767
1361,11457.0,52842.0,28,25124,16.4,862757
1362,11618.0,57917.0,10,24458,16.6,2478952
1363,11335.0,44814.0,70,27480,16.4,521916
1364,12819.0,30829.0,1,24501,16.1,427736
1365,15071.0,45373.0,2,27497,19.2,157071
1366,13007.0,28794.0,1,25043,16.2,242840
1367,15359.0,48161.0,1,32242,19.7,154217
1368,13423.0,43315.0,1,24234,17.5,440327
1369,14082.0,43845.0,2,25948,18.2,274120
1370,13055.0,30531.0,0,24743,16.3,827879
1371,14164.0,37926.0,2,24524,17.8,734344
1372,15613.0,43729.0,0,30075,19.6,1875596
1373,14091.0,35934.0,0,24029,17.6,1039100
1374,12547.0,33775.0,0,22222,16.1,843990
1375,12557.0,29473.0,,22603,15.8,351321
1376,13748.0,47324.0,,27349,18.1,78811
1377,14572.0,37838.0,1,26922,18.2,17704690
1378,14726.0,33878.0,1,24735,18.0,131527
1379,13754.0,40087.0,1,22496,17.6,2284223
1380,14250.0,36862.0,,27841,17.8,159367
1381,12548.0,35666.0,0,26134,16.3,333047
1382,14621.0,38589.0,1,27533,18.3,11635556
1383,13177.0,40028.0,1,24526,17.1,568230
1384,11859.0,29387.0,1,23045,15.2,716186
1385,13606.0,35364.0,2,30443,17.3,141784
1386,14449.0,44606.0,1,28979,18.6,117583
1387,14612.0,47682.0,1,24480,18.9,1357214
1388,14134.0,37014.0,0,25928,17.7,685501
1389,14589.0,37155.0,0,27793,18.2,921792
1390,15749.0,45275.0,1,28675,19.8,141938
1391,14606.0,46273.0,2,24231,18.8,140175
1392,15499.0,47479.0,,21828,19.6,79812
1393,15310.0,48856.0,,30443,19.7,105015
1394,13274.0,33934.0,,23048,16.7,323809
1395,13901.0,38454.0,1,23811,17.6,310123
1396,15118.0,43167.0,0,22828,19.0,637418
1397,15138.0,37417.0,0,25245,18.6,185041
1398,12876.0,29193.0,1,25210,16.1,239342
1399,16476.0,39026.0,0,24973,20.0,1240212
1400,15380.0,41449.0,1,31633,19.3,365087
1401,14288.0,42312.0,1,23444,18.2,267662
1402,14463.0,27727.0,1,24100,17.4,271794
1403,13953.0,34816.0,1,26201,15.6,924345
1404,14516.0,35587.0,1,28983,18.0,676621
1405,14606.0,39180.0,0,27573,18.3,588063
1406,13936.0,28225.0,1,28585,17.0,208101
1407,15054.0,40277.0,3,29689,18.9,186134
1408,12343.0,29037.0,,20911,15.5,384998
1409,12911.0,33171.0,1,26171,16.4,968799
1410,13473.0,33269.0,1,23793,16.9,311177
1411,13593.0,39400.0,0,23328,17.4,1592978
1412,14166.0,39901.0,1,29360,18.0,263467
1413,13309.0,40154.0,2,27316,17.3,244109
1414,13598.0,36965.0,2,24289,17.3,251755
1415,13672.0,42845.0,0,22452,17.7,16827336
1416,13764.0,42164.0,0,23933,17.8,809921
1417,13795.0,43867.0,1,24802,17.9,433537
1418,12952.0,39763.0,1,23487,17.1,990429
1419,14039.0,36357.0,1,28342,17.6,403671
1420,13081.0,38972.0,1,23268,16.9,1431909
1421,14328.0,34887.0,0,23832,17.8,933632
1422,13841.0,36414.0,0,23982,17.5,778890
1423,13974.0,38800.0,1,26273,17.7,1462916
1424,12974.0,27267.0,2,23876,16.0,255621
1425,13754.0,37074.0,2,30767,17.5,90750
1426,15442.0,38780.0,1,30402,19.1,1463163
1427,13415.0,38854.0,2,23811,17.3,512381
1428,12753.0,31127.0,0,24848,16.1,847882
1429,14648.0,39010.0,0,25790,18.3,1040391
1430,14194.0,48124.0,,28560,18.5,445063
1431,14698.0,46604.0,,23773,18.9,213622
1432,14407.0,43687.0,0,23646,18.5,14107382
1433,15987.0,42717.0,0,31176,19.9,2778239
1434,14820.0,47972.0,0,25330,19.2,1195065
1435,15130.0,45550.0,0,26421,19.2,280926
1436,13924.0,49156.0,0,24799,18.4,225878
1437,14335.0,42668.0,0,27302,18.3,438378
1438,10694.0,42965.0,63,24196,11.5,365698
1439,9977.0,34434.0,11,23215,9.8,1308858
1440,12039.0,38346.0,39,28111,11.6,22822081
1441,10254.0,36890.0,75,20901,11.0,810746
1442,11460.0,33753.0,43,30958,11.0,932560
1443,8726.0,22673.0,62,23397,9.1,1201628
1444,10345.0,31951.0,33,28326,10.2,380683
1445,8683.0,21636.0,3,21525,8.3,438522
1446,10920.0,36235.0,19,25274,10.6,2506777
1447,10149.0,30334.0,27,26092,9.9,1910417
1448,10600.0,22329.0,238,26212,12.3,48347
1449,10330.0,23186.0,202,26810,11.7,170221
1450,9578.0,22794.0,183,26292,11.1,157798
1451,10658.0,30028.0,60,25869,10.5,367142
1452,10563.0,37650.0,16,24800,10.4,3381666
1453,10479.0,27033.0,28,27132,9.8,441987
1454,10285.0,29312.0,24,24808,9.8,1430944
1455,10679.0,43585.0,59,24333,11.4,1240524
1456,8976.0,22788.0,212,23939,11.1,167895
1457,9602.0,27230.0,12,23441,9.2,5931324
1458,9392.0,27481.0,10,19960,9.1,1044307
1459,11139.0,36097.0,19,26803,10.6,2089153
1460,11204.0,36086.0,57,25211,11.1,401952
1461,10891.0,35695.0,31,24000,10.7,5435839
1462,10534.0,25022.0,49,30237,10.0,207335
1463,10274.0,38177.0,86,19873,11.1,16380037
1464,10960.0,34311.0,29,27581,10.7,4903187
1465,10275.0,22527.0,182,28185,9.7,33004
1466,9697.0,22754.0,23,21114,9.1,638474
1467,10813.0,36028.0,28,26526,10.6,1282776
1468,11407.0,47911.0,33,26540,11.7,491707
1469,10263.0,23267.0,152,25456,11.1,170944
1470,9629.0,29135.0,31,25759,9.7,463163
1471,11722.0,39432.0,18,24303,11.2,22753974
1472,10109.0,23607.0,145,27900,11.0,37950
1473,10819.0,30579.0,22,28846,10.3,1506601
1474,10983.0,37714.0,203,25163,13.8,1720823
1475,10874.0,73596.0,10,17302,17.0,27120283
1476,11206.0,66384.0,88,21631,17.5,1407941
1477,10920.0,62270.0,111,20940,17.5,3744197
1478,9224.0,23154.0,466,23531,15.3,1129780
1479,10228.0,38952.0,337,22553,15.1,7462429
1480,10020.0,59215.0,197,20194,14.5,2536014
1481,9981.0,40362.0,298,21724,14.5,1335906
1482,11318.0,40287.0,309,25206,15.5,12279920
1483,11721.0,58742.0,114,24361,17.7,3810058
1484,9561.0,49500.0,271,20164,14.6,2962988
1485,9525.0,57390.0,133,17560,16.2,204778
1486,8850.0,25898.0,412,21307,14.3,1427648
1487,8672.0,30190.0,259,20228,15.0,2465675
1488,11452.0,35875.0,309,25745,15.4,9865791
1489,11416.0,67576.0,54,20961,15.2,873749
1490,9437.0,35542.0,376,21226,14.9,1681480
1491,8702.0,26397.0,445,20077,15.4,751818
1492,9377.0,34265.0,326,21334,14.1,1334431
1493,10479.0,52824.0,140,20188,13.6,1813955
1494,9892.0,35378.0,254,22429,13.6,4474495
1495,9349.0,38767.0,260,19762,13.6,5001775
1496,11103.0,56264.0,212,20188,15.2,44947386
1497,11028.0,68219.0,53,21050,17.1,847814
1498,11277.0,70434.0,28,19645,13.8,5259879
1499,9768.0,47649.0,242,20218,17.1,3285683
1500,10319.0,56087.0,73,13443,12.7,331536
1501,9932.0,31262.0,255,23640,16.3,2573527
1502,9721.0,22256.0,383,25371,16.7,342192
1503,10784.0,54330.0,126,21629,17.0,805995
1504,9159.0,26255.0,452,21517,15.0,966840
1505,10272.0,51722.0,182,21098,13.9,1695853
1506,11186.0,67016.0,87,20912,14.3,1036848
1507,9786.0,22033.0,424,24620,14.7,471676
1508,9685.0,63279.0,144,18870,14.0,4062604
1509,10086.0,34295.0,263,22319,13.8,8815815
1510,10801.0,58564.0,150,20976,17.7,2067680
1511,9541.0,32466.0,411,22491,15.1,2449104
1512,9405.0,35246.0,274,21335,13.6,5709833
1513,9404.0,50643.0,218,19149,13.9,6306768
1514,9090.0,37919.0,349,20395,14.5,2371470
1515,10816.0,62604.0,114,20773,17.5,2476271
1516,9303.0,28046.0,411,21042,14.7,976563
1517,10233.0,26045.0,291,23017,13.7,3323378
1518,11082.0,50031.0,229,22963,15.0,16197157
1519,9916.0,33847.0,260,21690,13.6,365303
1520,9805.0,39177.0,301,22208,14.4,5720380
1521,9095.0,35922.0,349,19955,14.4,1896301
1522,10006.0,22232.0,399,26228,14.5,997666
1523,9812.0,68562.0,73,11485,13.4,25471655
1524,10108.0,28598.0,213,19663,12.4,1648175
1525,11792.0,65952.0,37,18824,14.1,539515
1526,8677.0,24047.0,452,20645,14.7,3081747
1527,9956.0,28940.0,330,22816,14.2,625996
1528,9336.0,32141.0,366,21132,14.4,1656293
1529,8991.0,21667.0,468,16281,14.8,246170
1530,9105.0,22715.0,411,20870,14.3,990534
1531,11489.0,64207.0,57,21440,13.9,912952
1532,9398.0,24688.0,364,22590,14.0,737626
1533,10950.0,69581.0,50,19570,13.8,1137581
1534,10993.0,67641.0,34,19863,13.6,1015255
1535,11206.0,60825.0,96,21706,17.5,4432915
1536,9553.0,27477.0,337,18924,13.9,1354416
1537,10883.0,59187.0,142,21115,17.7,8057188
1538,9553.0,23743.0,403,23023,14.5,695721
1539,11438.0,48821.0,177,23742,14.4,7733311
1540,8251.0,46377.0,395,24517,14.2,1027037
1541,7861.0,45660.0,362,24043,13.5,3483011
1542,7275.0,33079.0,512,22127,14.3,1943257
1543,7188.0,49571.0,296,19720,12.6,11152894
1544,8070.0,34218.0,457,25237,14.1,2960504
1545,12030.0,35232.0,44,24571,12.6,438272
1546,13663.0,35634.0,7,24258,13.2,2994486
1547,11975.0,31783.0,7,17905,11.9,177389
1548,11578.0,34580.0,37,23898,12.2,3176911
1549,11922.0,30072.0,21,19230,11.9,280395
1550,12777.0,29928.0,10,22551,12.3,462517
1551,12637.0,27650.0,5,21169,12.0,2784692
1552,12744.0,27584.0,13,24234,12.2,5683614
1553,13259.0,26776.0,31,24382,12.6,228876
1554,12166.0,31183.0,11,19533,12.0,6526070
1555,11384.0,32386.0,67,23152,12.2,921612
1556,13283.0,37824.0,56,24047,13.6,696832
1557,11537.0,27895.0,87,22409,12.3,788197
1558,11833.0,25069.0,50,19889,11.9,612094
1559,12850.0,28404.0,27,21685,12.4,793285
1560,11603.0,26856.0,72,21010,12.1,1212965
1561,11639.0,27263.0,60,20727,12.0,533642
1562,13160.0,29468.0,10,24868,12.5,3182045
1563,12812.0,31122.0,45,23944,12.8,310987
1564,12743.0,29497.0,60,22122,12.8,449893
1565,12035.0,28127.0,38,21997,12.1,2456342
1566,12373.0,28118.0,36,20971,12.3,1091647
1567,11521.0,37096.0,63,23048,12.7,8063437
1568,11373.0,38736.0,26,22327,12.2,1319488
1569,12831.0,29126.0,10,21315,12.2,452423
1570,10861.0,23870.0,11,19292,10.7,5224246
1571,12783.0,25668.0,11,23036,12.0,324903
1572,12874.0,31886.0,40,25998,12.9,1133315
1573,12914.0,35696.0,68,24756,13.4,1135519
1574,12337.0,36890.0,63,23124,13.1,1173021
1575,11952.0,27699.0,83,20585,12.5,285451
1576,12896.0,31361.0,14,26108,12.5,10048790
1577,11955.0,29030.0,49,19517,12.2,609030
1578,11167.0,30010.0,77,19443,12.1,490288
1579,12764.0,34023.0,44,23193,12.9,822260
1580,10780.0,30537.0,37,24107,11.5,1477524
1581,12580.0,30252.0,23,20850,12.3,1753961
1582,11357.0,33732.0,54,25184,12.2,2326051
1583,12288.0,35479.0,8,21038,12.3,6331204
1584,12653.0,29154.0,72,25373,12.9,271008
1585,11643.0,31348.0,86,24024,12.6,4938693
1586,11761.0,28743.0,51,21649,12.1,1885830
1587,12036.0,34656.0,75,23095,12.8,575812
1588,12132.0,26979.0,87,20687,12.7,618686
1589,13023.0,35822.0,46,25816,13.2,3414666
1590,10375.0,19762.0,139,29797,15.5,61473
1591,10518.0,52902.0,26,22790,16.1,387151
1592,9731.0,25186.0,15,21496,13.4,56144
1593,10381.0,22436.0,159,26209,15.7,152106
1594,10088.0,43991.0,23,25074,15.1,552518
1595,10553.0,53433.0,32,22816,16.3,775764
1596,9838.0,20141.0,115,26059,14.5,109789
1597,9043.0,24842.0,22,15587,12.9,20714
1598,10240.0,46094.0,16,28063,15.3,206136
1599,9932.0,18197.0,245,25696,16.1,36970
1600,9929.0,20163.0,129,23204,14.8,182259
1601,11667.0,48437.0,36,27336,17.2,98214
1602,10259.0,48209.0,33,22332,15.6,251032
1603,10913.0,55260.0,14,23719,16.5,565694
1604,9377.0,23743.0,63,21017,13.6,64140
1605,9491.0,23701.0,20,26802,14.2,181965
1606,11013.0,54424.0,37,23959,16.8,411738
1607,10108.0,29905.0,135,23345,15.6,171600
1608,10892.0,36664.0,49,27611,15.8,111067
1609,8948.0,22331.0,87,21695,13.3,103376
1610,10428.0,17400.0,192,28093,15.9,76671
1611,11286.0,37676.0,157,25972,17.6,81661
1612,7989.0,21789.0,56,23879,12.9,178546
1613,10066.0,18628.0,159,24357,15.3,56649
1614,10450.0,37137.0,101,25533,16.1,187804
1615,9623.0,18986.0,136,25542,14.5,117553
1616,10164.0,22340.0,70,29607,14.5,54705
1617,11647.0,44107.0,63,28936,17.2,134193
1618,9811.0,19807.0,109,25150,14.4,79045
1619,11643.0,36414.0,114,30918,17.4,59461
1620,9517.0,24174.0,56,26285,13.0,34709
1621,9977.0,35402.0,73,24539,15.1,363952
1622,11093.0,28032.0,226,27465,17.6,186596
1623,9823.0,19984.0,114,28736,14.5,37843
1624,9204.0,23185.0,68,22576,13.3,48134
1625,9829.0,21876.0,71,25257,14.2,55664
1626,9876.0,19882.0,108,28860,14.5,29727
1627,11311.0,45331.0,46,27296,16.7,170115
1628,11006.0,49612.0,23,25595,16.4,267805
1629,10044.0,50565.0,5,23690,15.5,485663
1630,13727.0,53697.0,23,32735,19.3,3700102
1631,9789.0,22354.0,62,24834,13.8,74227
1632,9607.0,16804.0,199,25085,15.1,120732
1633,11256.0,49162.0,8,27111,16.9,524294
1634,9309.0,23276.0,55,23987,13.4,36453
1635,11196.0,42003.0,81,27597,17.0,70529
1636,11826.0,59717.0,8,24252,17.6,3360605
1637,11220.0,41331.0,53,28062,16.5,127918
1638,10749.0,54650.0,5,23638,17.1,1907573
1639,9245.0,20412.0,90,26604,13.6,40829
1640,10182.0,22864.0,222,22694,16.4,88134
1641,9540.0,18476.0,165,24504,14.7,204265
1642,10689.0,20263.0,136,31817,15.7,73349
1643,8697.0,26760.0,8,18225,12.2,139810
1644,10921.0,47331.0,51,26684,16.5,177143
1645,10339.0,35118.0,49,30374,15.2,69333
1646,11002.0,29152.0,92,28237,16.0,32813
1647,9061.0,24818.0,9,19095,12.5,117616
1648,9216.0,21476.0,80,24811,13.6,133537
1649,11512.0,35288.0,130,31655,17.3,212345
1650,12930.0,51377.0,13,28692,18.2,330689
1651,8904.0,27369.0,167,21361,14.7,144488
1652,11330.0,50402.0,14,23446,16.6,427165
1653,9373.0,23571.0,44,22960,13.3,20199
1654,12867.0,37701.0,8,24369,15.1,1460088
1655,13622.0,31882.0,4,27378,15.2,777481
1656,13770.0,32482.0,8,23234,15.3,407553
1657,13029.0,28421.0,20,26896,14.6,195560
1658,12783.0,33309.0,17,25925,14.8,2259107
1659,12300.0,27715.0,9,25685,14.0,1757803
1660,11876.0,30780.0,31,22836,14.1,822746
1661,14220.0,34076.0,6,30079,15.8,281328
1662,14400.0,36600.0,5,25606,16.1,714191
1663,10839.0,26591.0,83,24714,13.7,921756
1664,14980.0,29806.0,7,32917,16.1,744442
1665,14689.0,36913.0,8,26355,16.3,277585
1666,11292.0,23440.0,50,24913,13.4,654054
1667,11518.0,23276.0,19,24395,13.1,115584
1668,11682.0,26744.0,41,23953,13.7,736066
1669,13712.0,32672.0,6,26126,15.4,1098142
1670,15146.0,33431.0,6,24108,16.4,309572
1671,13765.0,36589.0,7,23442,15.6,979390
1672,11794.0,34208.0,3,20693,13.9,11896527
1673,15292.0,37838.0,3,23128,16.7,320137
1674,14990.0,38177.0,7,28348,16.7,973025
1675,15211.0,40050.0,1,22615,16.8,761071
1676,16728.0,36381.0,6,28086,17.9,439474
1677,13226.0,31980.0,17,24588,15.0,354209
1678,13930.0,31677.0,7,26172,15.5,789278
1679,14503.0,39555.0,5,24251,16.4,1136206
1680,13307.0,29953.0,6,26686,14.8,636783
1681,11750.0,23336.0,31,26469,13.5,479193
1682,11494.0,24539.0,39,25837,13.5,1278215
1683,12788.0,26700.0,11,25427,14.3,302793
1684,11647.0,29320.0,15,24709,13.7,1234328
1685,13029.0,33819.0,12,23835,15.0,6690974
