Population,State,County,electricity (kWh),Nat. Gas (cu.ft.),FUELOIL (gallons),Vehicle miles traveled, Transport (tCO2e/yr) , Housing (tCO2e/yr) , Food (tCO2e/yr) , Goods (tCO2e/yr) , Services (tCO2e/yr) , Total Household Carbon Footprint (tCO2e/yr) , Households , Total County Carbon Footprint (tCO2e/yr) 
56023,MT,LEWIS AND CLARK ," 9,442 "," 59,608 ", 6 ," 25,742 ", 17.3 , 11.2 , 7.2 , 4.8 , 5.4 , 46.0 ,25793," 1,185,733 "
1995,MT,LIBERTY ," 10,037 "," 59,368 ", 34 ," 26,675 ", 17.6 , 11.9 , 7.4 , 4.4 , 4.8 , 46.2 ,997," 46,022 "
68008,MT,GALLATIN ," 9,287 "," 53,641 ", 5 ," 26,531 ", 17.8 , 10.7 , 7.4 , 4.9 , 5.4 , 46.2 ,29554," 1,364,709 "
10076,MT,ROSEBUD ," 8,898 "," 33,335 ", 5 ," 27,104 ", 17.9 , 9.2 , 9.0 , 4.9 , 5.2 , 46.2 ,4096," 189,141 "
37212,MT,RAVALLI ," 9,203 "," 42,818 ", 16 ," 29,330 ", 19.3 , 10.1 , 7.6 , 4.6 , 5.0 , 46.6 ,16347," 761,218 "
9801,MT,RICHLAND ," 9,643 "," 59,017 ", 3 ," 26,240 ", 17.4 , 12.5 , 7.4 , 4.5 , 4.9 , 46.7 ,4012," 187,448 "
4978,MT,CHOUTEAU ," 9,411 "," 48,876 ", 82 ," 29,523 ", 19.4 , 11.5 , 7.3 , 4.4 , 4.8 , 47.4 ,2478," 117,446 "
11262,MT,ROOSEVELT ," 8,849 "," 54,756 ", 19 ," 23,914 ", 15.6 , 14.7 , 8.8 , 4.2 , 4.3 , 47.5 ,4340," 206,249 "
6428,MT,TETON ," 9,420 "," 50,498 ", 62 ," 30,851 ", 20.2 , 11.3 , 7.5 , 4.4 , 4.7 , 48.1 ,2894," 139,166 "
1068,MT,WIBAUX ," 9,500 "," 53,194 ", -   ," 27,068 ", 17.8 , 14.9 , 7.4 , 4.3 , 4.6 , 48.8 ,587," 28,666 "
11696,MT,CUSTER ," 9,367 "," 63,997 ", -   ," 26,417 ", 17.5 , 15.4 , 7.1 , 4.3 , 4.7 , 49.0 ,5360," 262,890 "
8124,MT,STILLWATER ," 10,150 "," 50,936 ", 6 ," 31,180 ", 20.7 , 10.9 , 7.4 , 5.0 , 5.5 , 49.6 ,3927," 194,770 "
7548,MT,VALLEY ," 9,455 "," 61,095 ", 25 ," 26,304 ", 17.4 , 15.8 , 7.2 , 4.4 , 4.8 , 49.6 ,4799," 238,123 "
9073,MT,DAWSON ," 10,136 "," 66,754 ", 11 ," 27,078 ", 17.9 , 16.6 , 7.1 , 4.4 , 4.8 , 50.9 ,4177," 212,720 "
2837,MT,FALLON ," 10,479 "," 58,100 ", 2 ," 28,230 ", 18.6 , 16.3 , 7.3 , 4.4 , 4.7 , 51.3 ,1410," 72,309 "
10304,MT,JEFFERSON ," 11,124 "," 56,434 ", 20 ," 35,151 ", 23.3 , 12.1 , 7.9 , 5.3 , 5.8 , 54.4 ,4307," 234,163 "
3899,NC,TYRRELL ," 10,620 "," 24,392 ", 112 ," 18,471 ", 12.4 , 11.8 , 7.2 , 4.0 , 4.3 , 39.7 ,1892," 75,188 "
5354,NC,HYDE ," 11,484 "," 25,882 ", 68 ," 18,117 ", 12.3 , 12.0 , 7.1 , 4.2 , 4.5 , 40.0 ,3017," 120,760 "
60380,NC,HALIFAX ," 10,856 "," 30,783 ", 108 ," 18,604 ", 12.5 , 12.4 , 7.5 , 4.2 , 4.5 , 41.1 ,27782," 1,141,249 "
29967,NC,DARE ," 11,032 "," 24,416 ", 35 ," 16,762 ", 12.1 , 11.2 , 7.0 , 5.2 , 5.9 , 41.4 ,26671," 1,103,469 "
137184,NC,PITT ," 10,767 "," 29,029 ", 28 ," 19,444 ", 13.3 , 11.2 , 7.3 , 4.6 , 5.0 , 41.4 ,60078," 2,486,110 "
21908,NC,NORTHAMPTON ," 10,786 "," 24,603 ", 158 ," 19,690 ", 13.2 , 12.6 , 7.3 , 4.2 , 4.4 , 41.7 ,10485," 436,905 "
72885,NC,BRUNSWICK ," 11,364 "," 24,175 ", 44 ," 19,067 ", 13.2 , 11.4 , 7.2 , 4.7 , 5.2 , 41.8 ,51344," 2,143,781 "
30048,NC,BLADEN ," 11,641 "," 25,947 ", 65 ," 20,674 ", 13.8 , 12.0 , 7.3 , 4.2 , 4.5 , 41.8 ,14327," 598,624 "
22124,NC,HERTFORD ," 10,812 "," 26,904 ", 149 ," 19,877 ", 13.3 , 12.7 , 7.5 , 4.1 , 4.4 , 41.9 ,9500," 398,499 "
29020,NC,MACON ," 10,019 "," 24,021 ", 123 ," 18,373 ", 12.7 , 13.1 , 6.8 , 4.5 , 4.9 , 42.1 ,20278," 853,221 "
47154,NC,RICHMOND ," 11,235 "," 29,892 ", 79 ," 19,987 ", 13.4 , 12.2 , 7.6 , 4.3 , 4.6 , 42.1 ,20119," 847,596 "
20533,NC,BERTIE ," 11,323 "," 24,616 ", 148 ," 20,096 ", 13.4 , 12.8 , 7.6 , 4.1 , 4.3 , 42.1 ,9399," 396,003 "
54718,NC,EDGECOMBE ," 11,500 "," 35,294 ", 42 ," 18,544 ", 12.6 , 12.2 , 8.0 , 4.5 , 4.9 , 42.2 ,44430," 1,875,730 "
13726,NC,WASHINGTON ," 11,264 "," 25,141 ", 108 ," 20,100 ", 13.5 , 12.3 , 7.6 , 4.3 , 4.6 , 42.3 ,6190," 261,649 "
14600,NC,CHOWAN ," 11,063 "," 25,313 ", 125 ," 19,602 ", 13.3 , 12.4 , 7.4 , 4.4 , 4.8 , 42.3 ,6494," 274,518 "
15811,NC,WARREN ," 10,931 "," 24,406 ", 162 ," 20,209 ", 13.5 , 12.7 , 7.5 , 4.2 , 4.5 , 42.4 ,7395," 313,324 "
10875,NC,PAMLICO ," 11,689 "," 24,568 ", 70 ," 20,139 ", 13.8 , 12.0 , 7.0 , 4.6 , 5.0 , 42.4 ,5925," 251,191 "
34897,NC,PASQUOTANK ," 10,951 "," 24,596 ", 153 ," 19,202 ", 13.0 , 12.7 , 7.6 , 4.4 , 4.8 , 42.4 ,14289," 606,380 "
54684,NC,COLUMBUS ," 11,741 "," 24,959 ", 84 ," 21,051 ", 14.0 , 12.3 , 7.5 , 4.2 , 4.5 , 42.5 ,24006," 1,020,118 "
55802,NC,CARTERET ," 10,923 "," 24,194 ", 49 ," 20,132 ", 14.0 , 11.3 , 7.0 , 4.9 , 5.4 , 42.5 ,38425," 1,634,386 "
64567,NC,LENOIR ," 11,339 "," 29,745 ", 49 ," 20,676 ", 14.0 , 11.8 , 7.3 , 4.5 , 4.9 , 42.6 ,29016," 1,234,977 "
11215,NC,PERQUIMANS ," 11,176 "," 24,675 ", 128 ," 20,541 ", 13.8 , 12.4 , 7.3 , 4.3 , 4.7 , 42.6 ,5954," 253,455 "
39522,NC,WATAUGA ," 9,050 "," 22,978 ", 285 ," 19,692 ", 13.5 , 13.0 , 6.7 , 4.5 , 5.0 , 42.6 ,19623," 836,552 "
46751,NC,BEAUFORT ," 11,628 "," 28,174 ", 60 ," 20,870 ", 14.1 , 12.1 , 7.3 , 4.5 , 4.8 , 42.8 ,22958," 982,923 "
132460,NC,ROBESON ," 11,260 "," 28,231 ", 44 ," 20,920 ", 13.9 , 11.6 , 8.3 , 4.4 , 4.6 , 42.9 ,51188," 2,193,678 "
30830,NC,JACKSON ," 9,514 "," 23,640 ", 154 ," 19,916 ", 13.6 , 13.2 , 6.8 , 4.4 , 4.9 , 42.9 ,17503," 750,334 "
45685,NC,VANCE ," 10,939 "," 31,042 ", 106 ," 19,970 ", 13.5 , 12.4 , 7.8 , 4.5 , 4.8 , 42.9 ,19459," 834,613 "
26032,NC,MARTIN ," 11,261 "," 25,478 ", 105 ," 20,932 ", 14.0 , 12.3 , 7.6 , 4.4 , 4.7 , 42.9 ,11110," 476,740 "
14743,NC,SWAIN ," 9,716 "," 24,108 ", 177 ," 18,687 ", 12.6 , 13.8 , 7.6 , 4.3 , 4.6 , 42.9 ,7734," 332,136 "
160857,NC,NEW HANOVER ," 11,020 "," 26,888 ", 27 ," 19,984 ", 14.0 , 11.3 , 6.9 , 5.1 , 5.7 , 43.0 ,79839," 3,429,260 "
34745,NC,SCOTLAND ," 11,432 "," 29,520 ", 57 ," 20,469 ", 13.8 , 12.0 , 7.8 , 4.5 , 4.8 , 43.0 ,14202," 610,139 "
44720,NC,DUPLIN ," 11,691 "," 25,379 ", 37 ," 22,081 ", 14.7 , 11.7 , 7.8 , 4.4 , 4.6 , 43.2 ,18836," 814,142 "
115371,NC,WAYNE ," 10,964 "," 28,376 ", 46 ," 21,107 ", 14.3 , 11.5 , 7.7 , 4.7 , 5.1 , 43.3 ,48039," 2,079,051 "
8775,NC,CLAY ," 10,367 "," 24,074 ", 111 ," 20,579 ", 14.0 , 13.5 , 6.7 , 4.4 , 4.8 , 43.4 ,5425," 235,507 "
25180,NC,CHEROKEE ," 10,398 "," 23,843 ", 154 ," 20,413 ", 13.7 , 14.0 , 7.0 , 4.2 , 4.5 , 43.4 ,14210," 617,076 "
94275,NC,CRAVEN ," 11,069 "," 26,413 ", 42 ," 21,317 ", 14.5 , 11.4 , 7.6 , 4.8 , 5.2 , 43.5 ,39371," 1,714,172 "
73919,NC,WILSON ," 11,571 "," 35,863 ", 44 ," 20,872 ", 14.2 , 12.3 , 7.6 , 4.6 , 5.1 , 43.7 ,30838," 1,348,825 "
150970,NC,ONSLOW ," 11,032 "," 25,467 ", 25 ," 20,832 ", 14.1 , 11.1 , 8.6 , 4.9 , 5.2 , 43.9 ,59406," 2,607,403 "
308535,NC,CUMBERLAND ," 11,553 "," 30,660 ", 41 ," 19,932 ", 13.7 , 12.0 , 8.2 , 4.9 , 5.3 , 44.0 ,121771," 5,362,224 "
59808,NC,RUTHERFORD ," 10,679 "," 27,233 ", 155 ," 22,163 ", 14.9 , 12.6 , 7.3 , 4.5 , 4.8 , 44.1 ,28057," 1,237,159 "
225875,NC,DURHAM ," 10,989 "," 35,875 ", 38 ," 19,883 ", 14.0 , 11.9 , 7.3 , 5.2 , 5.9 , 44.2 ,96112," 4,249,023 "
7993,NC,GRAHAM ," 10,248 "," 23,120 ", 315 ," 19,283 ", 13.0 , 15.8 , 7.1 , 4.1 , 4.4 , 44.4 ,5063," 224,645 "
25405,NC,ANSON ," 11,283 "," 27,165 ", 140 ," 22,153 ", 14.8 , 12.8 , 7.8 , 4.4 , 4.8 , 44.6 ,10273," 457,954 "
11357,NC,ALLEGHANY ," 10,595 "," 22,545 ", 364 ," 20,919 ", 14.1 , 14.8 , 6.8 , 4.3 , 4.6 , 44.6 ,6814," 304,067 "
15297,NC,GREENE ," 12,044 "," 26,085 ", 66 ," 22,670 ", 15.2 , 12.2 , 7.8 , 4.6 , 4.9 , 44.6 ,5894," 263,072 "
25248,NC,MONTGOMERY ," 10,787 "," 24,451 ", 167 ," 22,027 ", 14.8 , 12.6 , 7.8 , 4.6 , 4.9 , 44.7 ,12156," 543,824 "
29725,NC,TRANSYLVANIA ," 10,579 "," 30,052 ", 120 ," 22,065 ", 15.2 , 12.4 , 6.9 , 4.9 , 5.5 , 44.9 ,16430," 736,970 "
56122,NC,SAMPSON ," 11,962 "," 26,781 ", 69 ," 22,882 ", 15.3 , 12.3 , 7.9 , 4.5 , 4.9 , 44.9 ,23633," 1,061,352 "
89804,NC,NASH ," 11,622 "," 32,141 ", 36 ," 22,266 ", 15.1 , 12.0 , 7.6 , 4.8 , 5.3 , 45.0 ,47165," 2,121,358 "
77919,NC,HARNETT ," 11,761 "," 28,337 ", 35 ," 23,289 ", 15.7 , 11.8 , 7.7 , 4.7 , 5.1 , 45.0 ,32322," 1,454,156 "
18893,NC,AVERY ," 10,610 "," 22,640 ", 374 ," 18,329 ", 12.6 , 16.3 , 7.0 , 4.4 , 4.8 , 45.0 ,15572," 700,970 "
37722,NC,PENDER ," 12,147 "," 24,841 ", 34 ," 23,396 ", 15.8 , 11.8 , 7.6 , 4.7 , 5.1 , 45.0 ,16986," 764,911 "
119099,NC,ORANGE ," 11,226 "," 33,458 ", 21 ," 21,232 ", 15.0 , 11.7 , 7.0 , 5.4 , 6.1 , 45.1 ,50452," 2,274,481 "
10786,NC,JONES ," 11,984 "," 24,700 ", 87 ," 23,906 ", 15.9 , 12.4 , 7.7 , 4.5 , 4.8 , 45.4 ,4760," 215,909 "
25759,NC,HOKE ," 12,088 "," 26,735 ", 40 ," 22,510 ", 15.1 , 12.0 , 8.5 , 4.8 , 5.1 , 45.5 ,9537," 433,543 "
91067,NC,ROCKINGHAM ," 11,040 "," 33,996 ", 103 ," 23,702 ", 15.9 , 12.6 , 7.4 , 4.6 , 5.0 , 45.5 ,39782," 1,811,622 "
90932,NC,HENDERSON ," 10,454 "," 32,234 ", 122 ," 22,297 ", 15.3 , 12.9 , 7.0 , 4.9 , 5.4 , 45.5 ,43564," 1,983,988 "
18558,NC,POLK ," 10,445 "," 27,032 ", 150 ," 23,671 ", 16.1 , 12.5 , 6.9 , 4.8 , 5.3 , 45.6 ,9396," 428,142 "
24503,NC,ASHE ," 10,233 "," 22,199 ", 422 ," 21,781 ", 14.6 , 15.3 , 7.0 , 4.3 , 4.6 , 45.8 ,13279," 607,644 "
99487,NC,CLEVELAND ," 11,577 "," 31,816 ", 108 ," 23,056 ", 15.6 , 12.9 , 7.6 , 4.7 , 5.2 , 45.9 ,41832," 1,919,342 "
72343,NC,MOORE ," 11,679 "," 26,449 ", 73 ," 22,799 ", 15.7 , 12.3 , 7.2 , 5.1 , 5.7 , 45.9 ,33941," 1,557,332 "
80536,NC,BURKE ," 10,237 "," 27,088 ", 191 ," 23,265 ", 15.7 , 12.8 , 7.4 , 4.8 , 5.2 , 45.9 ,33410," 1,533,650 "
449302,NC,GUILFORD ," 11,511 "," 38,695 ", 51 ," 21,461 ", 15.0 , 12.6 , 7.3 , 5.3 , 5.9 , 46.0 ,192600," 8,865,710 "
322642,NC,FORSYTH ," 10,564 "," 32,371 ", 133 ," 21,649 ", 15.1 , 12.7 , 7.2 , 5.2 , 5.9 , 46.1 ,140240," 6,461,711 "
42389,NC,MCDOWELL ," 9,776 "," 23,199 ", 291 ," 23,573 ", 15.8 , 13.5 , 7.4 , 4.5 , 4.9 , 46.1 ,18575," 856,182 "
75994,NC,SURRY ," 9,704 "," 23,360 ", 241 ," 24,362 ", 16.3 , 12.8 , 7.4 , 4.6 , 5.0 , 46.1 ,33278," 1,534,068 "
135602,NC,ALAMANCE ," 11,740 "," 38,379 ", 41 ," 23,244 ", 15.8 , 12.5 , 7.4 , 4.9 , 5.5 , 46.2 ,57410," 2,653,579 "
127622,NC,DAVIDSON ," 10,943 "," 28,393 ", 141 ," 23,774 ", 16.1 , 12.6 , 7.5 , 4.8 , 5.3 , 46.4 ,54500," 2,526,213 "
148071,NC,CATAWBA ," 10,726 "," 30,328 ", 92 ," 23,589 ", 16.1 , 12.1 , 7.5 , 5.1 , 5.6 , 46.4 ,62681," 2,908,625 "
59243,NC,LEE ," 11,746 "," 29,708 ", 36 ," 23,398 ", 15.9 , 12.0 , 7.9 , 5.1 , 5.6 , 46.4 ,24057," 1,117,210 "
203627,NC,BUNCOMBE ," 9,867 "," 29,158 ", 223 ," 21,614 ", 14.8 , 14.6 , 7.0 , 4.8 , 5.3 , 46.5 ,92895," 4,316,341 "
18210,NC,YANCEY ," 10,088 "," 22,068 ", 495 ," 21,486 ", 14.4 , 16.1 , 7.1 , 4.3 , 4.6 , 46.5 ,9851," 458,071 "
104806,NC,JOHNSTON ," 11,623 "," 27,251 ", 37 ," 24,495 ", 16.6 , 11.7 , 7.7 , 5.0 , 5.6 , 46.7 ,43421," 2,027,076 "
54033,NC,HAYWOOD ," 9,428 "," 22,922 ", 326 ," 21,871 ", 14.9 , 15.3 , 6.9 , 4.6 , 5.1 , 46.7 ,28636," 1,338,129 "
76302,NC,CALDWELL ," 10,305 "," 27,170 ", 191 ," 24,664 ", 16.6 , 12.8 , 7.4 , 4.7 , 5.2 , 46.7 ,32955," 1,540,255 "
193076,NC,GASTON ," 12,000 "," 37,576 ", 54 ," 23,168 ", 15.8 , 12.8 , 7.6 , 5.0 , 5.6 , 46.8 ,79950," 3,742,441 "
17040,NC,CASWELL ," 11,474 "," 25,639 ", 134 ," 24,895 ", 16.7 , 12.7 , 7.6 , 4.7 , 5.1 , 46.9 ,7118," 333,504 "
62478,NC,WILKES ," 10,257 "," 23,444 ", 217 ," 25,294 ", 17.0 , 12.9 , 7.3 , 4.7 , 5.1 , 46.9 ,27852," 1,306,483 "
45202,NC,GRANVILLE ," 11,488 "," 31,223 ", 51 ," 24,710 ", 16.7 , 12.1 , 7.7 , 5.0 , 5.5 , 46.9 ,16608," 779,400 "
42556,NC,FRANKLIN ," 11,607 "," 25,340 ", 65 ," 24,709 ", 16.7 , 11.9 , 7.8 , 5.0 , 5.5 , 47.0 ,18241," 856,441 "
115464,NC,ROWAN ," 11,603 "," 33,224 ", 100 ," 23,968 ", 16.3 , 12.9 , 7.6 , 4.9 , 5.5 , 47.1 ,47524," 2,238,448 "
59586,NC,STANLY ," 11,327 "," 26,705 ", 191 ," 24,641 ", 16.6 , 13.4 , 7.6 , 4.8 , 5.3 , 47.7 ,26939," 1,285,012 "
113367,NC,RANDOLPH ," 11,419 "," 29,224 ", 97 ," 25,465 ", 17.2 , 12.5 , 7.7 , 5.0 , 5.5 , 47.7 ,47013," 2,243,436 "
34123,NC,PERSON ," 11,700 "," 30,972 ", 82 ," 26,129 ", 17.6 , 12.6 , 7.5 , 4.9 , 5.4 , 47.9 ,14815," 709,328 "
16351,NC,MITCHELL ," 10,282 "," 22,078 ", 459 ," 22,135 ", 14.9 , 17.0 , 7.1 , 4.4 , 4.8 , 48.3 ,7591," 366,276 "
121115,NC,IREDELL ," 11,901 "," 33,360 ", 90 ," 24,426 ", 16.7 , 13.0 , 7.7 , 5.2 , 5.8 , 48.4 ,51328," 2,485,639 "
37722,NC,CHATHAM ," 11,742 "," 28,154 ", 80 ," 26,344 ", 17.8 , 12.4 , 7.6 , 5.1 , 5.6 , 48.5 ,15914," 771,797 "
33574,NC,ALEXANDER ," 10,507 "," 23,808 ", 166 ," 26,821 ", 18.0 , 12.4 , 7.7 , 5.0 , 5.5 , 48.5 ,13996," 679,351 "
695228,NC,MECKLENBURG ," 12,947 "," 39,588 ", 18 ," 21,460 ", 15.3 , 13.1 , 7.5 , 5.9 , 6.7 , 48.6 ,300796," 14,619,389 "
10595,NC,GATES ," 12,018 "," 25,030 ", 141 ," 26,120 ", 17.4 , 13.2 , 8.0 , 4.8 , 5.2 , 48.6 ,4427," 215,302 "
37054,NC,YADKIN ," 10,559 "," 23,434 ", 204 ," 27,464 ", 18.4 , 12.9 , 7.4 , 4.8 , 5.3 , 48.8 ,16119," 785,911 "
19926,NC,MADISON ," 10,358 "," 22,512 ", 412 ," 23,076 ", 15.5 , 17.1 , 7.0 , 4.4 , 4.8 , 48.8 ,9986," 486,983 "
142730,NC,CABARRUS ," 12,237 "," 35,823 ", 66 ," 24,724 ", 17.0 , 13.0 , 7.8 , 5.4 , 6.0 , 49.1 ,57962," 2,848,114 "
34619,NC,DAVIE ," 11,497 "," 26,732 ", 153 ," 26,391 ", 17.9 , 13.1 , 7.5 , 5.1 , 5.7 , 49.3 ,14845," 732,082 "
42338,NC,STOKES ," 10,571 "," 24,302 ", 156 ," 28,147 ", 18.9 , 12.4 , 7.5 , 5.0 , 5.6 , 49.4 ,18074," 893,289 "
18497,NC,CURRITUCK ," 12,878 "," 25,301 ", 88 ," 26,521 ", 17.9 , 13.1 , 7.9 , 5.1 , 5.7 , 49.7 ,10817," 537,499 "
65786,NC,LINCOLN ," 11,628 "," 27,751 ", 96 ," 27,416 ", 18.5 , 12.5 , 7.8 , 5.2 , 5.8 , 49.9 ,26612," 1,326,703 "
657119,NC,WAKE ," 12,639 "," 36,974 ", 13 ," 23,625 ", 16.8 , 12.8 , 7.6 , 6.1 , 7.0 , 50.2 ,270876," 13,588,956 "
6578,NC,CAMDEN ," 12,947 "," 25,033 ", 152 ," 29,480 ", 19.7 , 14.0 , 7.7 , 5.0 , 5.6 , 52.0 ,2843," 147,905 "
123502,NC,UNION ," 13,742 "," 34,451 ", 50 ," 28,625 ", 19.6 , 13.7 , 8.4 , 5.8 , 6.6 , 54.1 ,57869," 3,131,262 "
1938,ND,DIVIDE ," 9,849 "," 19,496 ", 136 ," 23,202 ", 15.5 , 14.4 , 6.5 , 4.2 , 4.6 , 45.2 ,1231," 55,696 "
7355,ND,BOTTINEAU ," 9,654 "," 18,676 ", 117 ," 23,680 ", 15.8 , 14.3 , 6.9 , 4.3 , 4.7 , 46.0 ,4513," 207,433 "
13747,ND,ROLETTE ," 9,160 "," 21,357 ", 94 ," 22,734 ", 14.9 , 13.6 , 9.0 , 4.3 , 4.4 , 46.2 ,5060," 233,631 "
2340,ND,ADAMS ," 9,924 "," 30,202 ", 72 ," 24,271 ", 16.1 , 14.7 , 6.6 , 4.2 , 4.6 , 46.3 ,1290," 59,697 "
2668,ND,GRANT ," 9,831 "," 19,407 ", 147 ," 26,039 ", 17.0 , 14.9 , 6.9 , 3.9 , 4.2 , 46.9 ,1467," 68,784 "
7000,ND,MOUNTRAIL ," 10,087 "," 34,671 ", 31 ," 23,885 ", 15.7 , 14.6 , 7.9 , 4.3 , 4.5 , 47.0 ,3514," 165,033 "
4251,ND,PIERCE ," 9,021 "," 17,020 ", 203 ," 25,454 ", 16.8 , 14.8 , 6.9 , 4.2 , 4.5 , 47.1 ,2025," 95,415 "
3977,ND,NELSON ," 9,759 "," 16,653 ", 179 ," 25,256 ", 16.7 , 15.1 , 6.6 , 4.2 , 4.6 , 47.2 ,2142," 101,084 "
2250,ND,BURKE ," 10,311 "," 29,715 ", 56 ," 26,402 ", 17.3 , 14.9 , 6.7 , 4.0 , 4.3 , 47.3 ,1407," 66,581 "
3407,ND,MCINTOSH ," 9,753 "," 10,673 ", 343 ," 23,917 ", 15.8 , 16.7 , 6.5 , 4.0 , 4.4 , 47.5 ,1896," 90,037 "
1518,ND,SHERIDAN ," 9,975 "," 19,482 ", 135 ," 27,281 ", 17.8 , 15.0 , 6.8 , 3.9 , 4.2 , 47.6 ,840," 40,025 "
63688,ND,GRAND FORKS ," 9,904 "," 44,007 ", 29 ," 23,180 ", 15.7 , 14.9 , 7.4 , 4.8 , 5.3 , 48.0 ,27369," 1,314,038 "
2703,ND,TOWNER ," 9,662 "," 17,491 ", 158 ," 25,721 ", 17.2 , 14.8 , 6.9 , 4.5 , 4.9 , 48.3 ,1456," 70,256 "
123387,ND,CASS ," 9,948 "," 40,062 ", 36 ," 23,271 ", 15.9 , 14.8 , 7.0 , 5.0 , 5.6 , 48.3 ,53860," 2,603,167 "
4222,ND,SIOUX ," 9,899 "," 25,470 ", 28 ," 23,209 ", 14.9 , 13.7 , 11.0 , 4.4 , 4.3 , 48.4 ,1280," 61,900 "
5657,ND,DICKEY ," 10,053 "," 17,562 ", 174 ," 25,896 ", 17.1 , 15.3 , 7.1 , 4.3 , 4.6 , 48.4 ,2595," 125,610 "
5136,ND,WELLS ," 10,005 "," 18,937 ", 149 ," 26,064 ", 17.3 , 15.1 , 6.8 , 4.4 , 4.9 , 48.4 ,2666," 129,148 "
6816,ND,BENSON ," 10,007 "," 24,394 ", 116 ," 23,411 ", 15.2 , 14.9 , 9.6 , 4.4 , 4.4 , 48.6 ,2830," 137,488 "
2891,ND,DUNN ," 10,791 "," 32,747 ", 49 ," 25,830 ", 17.0 , 15.4 , 7.6 , 4.3 , 4.6 , 48.8 ,1557," 75,952 "
12272,ND,RAMSEY ," 10,399 "," 47,793 ", 39 ," 23,941 ", 16.2 , 15.8 , 7.1 , 4.7 , 5.2 , 48.9 ,5845," 286,107 "
393,ND,BILLINGS ," 9,397 "," 24,513 ", -   ," 30,983 ", 20.3 , 12.8 , 6.7 , 4.4 , 4.8 , 49.0 ,290," 14,197 "
2720,ND,EDDY ," 11,461 "," 53,659 ", 49 ," 24,138 ", 16.0 , 17.4 , 6.9 , 4.2 , 4.5 , 49.0 ,1452," 71,123 "
2550,ND,GRIGGS ," 9,987 "," 14,198 ", 253 ," 25,952 ", 17.2 , 16.1 , 6.8 , 4.3 , 4.7 , 49.0 ,1415," 69,316 "
2569,ND,RENVILLE ," 10,128 "," 23,795 ", 40 ," 28,311 ", 18.7 , 14.2 , 7.1 , 4.4 , 4.8 , 49.2 ,1369," 67,380 "
20163,ND,WILLIAMS ," 11,161 "," 57,819 ", 6 ," 24,367 ", 16.3 , 16.7 , 7.2 , 4.4 , 4.8 , 49.4 ,9945," 491,244 "
11983,ND,BARNES ," 10,256 "," 39,229 ", 73 ," 26,682 ", 17.7 , 15.7 , 6.9 , 4.4 , 4.8 , 49.5 ,5687," 281,226 "
1971,ND,LOGAN ," 10,278 "," 12,260 ", 312 ," 26,387 ", 17.3 , 16.9 , 6.9 , 4.2 , 4.5 , 49.7 ,1025," 50,976 "
4735,ND,CAVALIER ," 11,311 "," 37,251 ", 103 ," 24,696 ", 16.5 , 16.9 , 7.0 , 4.5 , 4.9 , 49.9 ,2680," 133,640 "
21889,ND,STUTSMAN ," 10,712 "," 52,060 ", 50 ," 25,570 ", 17.1 , 16.6 , 6.8 , 4.5 , 5.0 , 50.1 ,9824," 491,914 "
4431,ND,EMMONS ," 10,735 "," 23,336 ", 236 ," 26,370 ", 17.3 , 17.1 , 7.2 , 4.1 , 4.4 , 50.1 ,2203," 110,329 "
4745,ND,MCKENZIE ," 11,242 "," 43,084 ", 9 ," 26,198 ", 17.2 , 15.9 , 8.0 , 4.4 , 4.6 , 50.1 ,2438," 122,185 "
2567,ND,KIDDER ," 11,422 "," 42,031 ", 97 ," 27,424 ", 17.9 , 17.2 , 7.0 , 4.0 , 4.3 , 50.5 ,1515," 76,514 "
12394,ND,WALSH ," 10,644 "," 37,675 ", 101 ," 26,258 ", 17.5 , 16.2 , 7.2 , 4.6 , 5.1 , 50.6 ,5743," 290,589 "
58987,ND,WARD ," 11,174 "," 59,801 ", 10 ," 24,857 ", 16.6 , 17.0 , 7.5 , 4.6 , 5.1 , 50.8 ,25357," 1,287,829 "
23583,ND,STARK ," 11,357 "," 54,563 ", 3 ," 25,875 ", 17.2 , 16.7 , 7.4 , 4.5 , 5.0 , 50.8 ,10142," 515,315 "
429,ND,SLOPE ," 11,374 "," 46,325 ", 4 ," 29,299 ", 19.1 , 16.2 , 7.2 , 4.2 , 4.5 , 51.3 ,262," 13,442 "
17642,ND,RICHLAND ," 10,343 "," 31,986 ", 113 ," 27,671 ", 18.5 , 15.7 , 7.2 , 4.8 , 5.3 , 51.4 ,7480," 384,757 "
6252,ND,MCHENRY ," 10,280 "," 20,615 ", 167 ," 30,166 ", 19.7 , 15.7 , 7.2 , 4.3 , 4.6 , 51.5 ,3056," 157,314 "
3913,ND,FOSTER ," 11,906 "," 47,290 ", 54 ," 26,470 ", 17.6 , 17.4 , 7.2 , 4.5 , 4.9 , 51.6 ,1875," 96,794 "
1811,ND,STEELE ," 10,589 "," 16,163 ", 217 ," 27,859 ", 18.6 , 16.4 , 7.1 , 4.6 , 5.1 , 51.8 ,944," 48,928 "
8603,ND,PEMBINA ," 11,105 "," 31,459 ", 143 ," 27,314 ", 18.3 , 16.8 , 7.1 , 4.8 , 5.3 , 52.4 ,4128," 216,192 "
2019,ND,GOLDEN VALLEY ," 12,743 "," 60,673 ", 18 ," 26,657 ", 17.6 , 18.7 , 7.2 , 4.3 , 4.7 , 52.4 ,1029," 53,893 "
