Population,State,County,electricity (kWh),Nat. Gas (cu.ft.),FUELOIL (gallons),Vehicle miles traveled, Transport (tCO2e/yr) , Housing (tCO2e/yr) , Food (tCO2e/yr) , Goods (tCO2e/yr) , Services (tCO2e/yr) , Total Household Carbon Footprint (tCO2e/yr) , Households , Total County Carbon Footprint (tCO2e/yr) 
2450,WA,GARFIELD ,11369,22502,126,25558,17.1,11.8,7.2,4.7,5.1,45.9,1300,59697
4037,MT,BROADWATER ,8291,31895,126,29762,19.6,9.5,7.4,4.5,4.9,45.8,1862,85283
14822,WI,BUFFALO ,9417,29523,127,29411,19.6,15,7.5,4.9,5.4,52.4,6470,338743
76712,OH,JEFFERSON ,10172,42502,127,21183,14.3,15.8,7.1,4.4,4.8,46.4,34509,1602337
274135,NY,ALBANY ,7253,60046,127,18261,13.1,10.4,6.9,5.3,6,41.7,152972,6376491
20605,WI,KEWAUNEE ,10297,47825,127,29639,19.9,16.7,7.9,5.3,5.9,55.8,8561,477972
5055,VA,CUMBERLAND ,12328,24836,128,28573,19,14,8,4.9,5.3,51.1,2205,112783
11215,NC,PERQUIMANS ,11176,24675,128,20541,13.8,12.4,7.3,4.3,4.7,42.6,5954,253455
608975,NJ,HUDSON ,7226,58404,129,12040,9,11.7,7.9,5.1,5.7,39.3,240618,9464850
205205,NY,BROOME ,7375,59080,129,18635,12.9,10.5,7.2,4.8,5.3,40.6,90763,3684425
9512,SD,CHARLES MIX ,9929,20163,129,23204,15.2,14.8,8.4,4.2,4.4,47,3881,182259
12199,MN,CHIPPEWA ,10670,42883,130,24790,16.7,17.1,7.2,4.7,5.2,50.8,5428,275975
8745,SD,TURNER ,11512,35288,130,31655,20.9,17.3,7.4,4.8,5.3,55.7,3811,212345
55315,VA,HARRISONBURG CITY ,9947,31736,131,22987,15.5,13.3,7.8,4.7,5.1,46.3,19355,896924
186897,VA,RICHMOND CITY ,10150,44162,132,15130,10.5,13,6.8,4.3,4.7,39.4,220886,8710483
8986,MN,CLEARWATER ,9169,23982,132,23462,15.6,14.3,7.4,4.4,4.7,46.4,4480,208007
59970,VA,BEDFORD ,11872,25475,132,29264,19.7,16.1,7.4,5.3,5.9,54.4,27765,1510037
13801,MN,SIBLEY ,12046,48964,132,28812,19.3,18.7,7.7,5.1,5.7,56.6,5474,309568
43500,MN,ITASCA ,9577,33426,132,21662,14.8,15.2,7.3,4.8,5.3,47.3,24075,1139894
17487,MI,GOGEBIC ,9084,52430,133,18637,12.6,16,6.6,4.1,4.5,43.8,10992,481871
5930,PA,CAMERON ,9525,57390,133,17560,12.1,16.2,7.2,4.5,4.9,44.9,4565,204778
322642,NC,FORSYTH ,10564,32371,133,21649,15.1,12.7,7.2,5.2,5.9,46.1,140240,6461711
16305,VA,NEW KENT ,13723,25703,134,34668,23.4,14.2,7.9,5.8,6.6,57.9,6413,371536
17040,NC,CASWELL ,11474,25639,134,24895,16.7,12.7,7.6,4.7,5.1,46.9,7118,333504
413750,NJ,BURLINGTON ,11239,63509,134,23601,16.9,14.8,8,6.3,7.3,53.3,245055,13065293
252646,NJ,ATLANTIC ,9522,54190,134,18435,13.1,13,7.8,5.4,6,45.2,113841,5151215
6256,SD,DAY ,10108,29905,135,23345,15.6,15.6,7.1,4.4,4.8,47.5,3613,171600
5775,GA,WARREN ,12681,32631,135,22009,14.6,14.3,7.7,4.2,4.5,45.3,2513,113933
1518,ND,SHERIDAN ,9975,19482,135,27281,17.8,15,6.8,3.9,4.2,47.6,840,40025
9553,MN,MARSHALL ,10116,31316,135,25688,17.2,15.8,7.3,4.7,5.2,50.1,4664,233625
3046,SD,SANBORN ,10689,20263,136,31817,20.9,15.7,7.7,4.6,5,54,1359,73349
1938,ND,DIVIDE ,9849,19496,136,23202,15.5,14.4,6.5,4.2,4.6,45.2,1231,55696
5065,SD,GREGORY ,9623,18986,136,25542,16.7,14.5,7,3.9,4.1,46.2,2543,117553
31131,CA,LASSEN ,5465,26572,137,24270,16.4,8.4,7.7,4.9,5.4,42.7,13802,589167
46576,VA,TAZEWELL ,9807,25698,138,24087,15.9,13.6,7.2,4.2,4.6,45.6,20815,948128
24439,VA,WINCHESTER CITY ,9863,38895,138,18747,13,15.3,6.9,4.6,5.1,44.9,23921,1074499
2806,SD,AURORA ,10375,19762,139,29797,19.5,15.5,7.3,4.3,4.6,51.2,1200,61473
7763,VA,ALLEGHANY ,10454,44842,139,21851,14.7,13.6,6.9,4.3,4.7,44.1,3736,164895
25405,NC,ANSON ,11283,27165,140,22153,14.8,12.8,7.8,4.4,4.8,44.6,10273,457954
15981,AK,BETHEL ,5938,26562,140,11799,8.5,3,11.6,5.4,5.6,34,1239,42165
89458,PA,CRAWFORD ,10479,52824,140,20188,13.7,13.6,7.6,4.6,5,44.6,40651,1813955
46118,VA,FRANKLIN ,11215,24151,141,28078,18.7,15.6,7.4,4.8,5.3,51.8,21642,1121272
33916,MN,CARLTON ,9718,35107,141,25269,17.1,15.6,7.6,5.1,5.6,51,14836,756972
10595,NC,GATES ,12018,25030,141,26120,17.4,13.2,8,4.8,5.2,48.6,4427,215302
127622,NC,DAVIDSON ,10943,28393,141,23774,16.1,12.6,7.5,4.8,5.3,46.4,54500,2526213
26973,VA,BUCHANAN ,10231,23953,142,24185,15.8,13.9,7.4,3.9,4.1,45,11863,534182
370038,PA,WESTMORELAND ,10883,59187,142,21115,14.5,17.7,7.3,4.9,5.4,49.7,162128,8057188
59163,AK,MATANUSKA SUSITNA ,8739,70574,142,29362,20,16,8.6,5.9,6.6,57,26664,1521061
54106,VA,FAUQUIER ,14263,30915,143,37291,25.4,15.2,8.3,6.7,7.7,63.3,20606,1304365
14348,VA,DINWIDDIE ,12898,25169,143,32612,21.9,13.8,7.8,5.5,6.2,55.2,5881,324471
8603,ND,PEMBINA ,11105,31459,143,27314,18.3,16.8,7.1,4.8,5.3,52.4,4128,216192
208457,PA,LACKAWANNA ,9685,63279,144,18870,13,14,7.2,4.7,5.2,44,92313,4062604
1537,OR,WHEELER ,10109,23607,145,27900,18.4,11,7,4.3,4.7,45.4,836,37950
7381,MN,WILKIN ,10284,37446,145,25998,17.5,16.5,7.6,4.9,5.4,51.9,3221,167082
31260,VA,AMHERST ,11118,24813,146,27143,18.2,15.7,7.5,4.9,5.4,51.5,12608,649711
358870,NJ,MERCER ,10442,67218,146,21231,15.5,14.7,7.9,6.5,7.6,52.2,138312,7224304
11566,VA,POQUOSON CITY ,14684,38377,147,33576,23,16,8.3,6.5,7.4,61.1,4300,262903
2668,ND,GRANT ,9831,19407,147,26039,17,14.9,6.9,3.9,4.2,46.9,1467,68784
12619,WV,HARDY ,12471,26051,147,23320,15.6,16.8,7.3,4.5,4.9,49.1,7148,350970
13045,VA,BUCKINGHAM ,11293,24241,148,25572,16.9,15.3,7.6,4.4,4.7,48.9,5096,248953
36323,VA,CULPEPER ,12932,33288,148,31214,21,14.4,8.1,5.6,6.2,55.3,13742,759757
20533,NC,BERTIE ,11323,24616,148,20096,13.4,12.8,7.6,4.1,4.3,42.1,9399,396003
5136,ND,WELLS ,10005,18937,149,26064,17.3,15.1,6.8,4.4,4.9,48.4,2666,129148
4174,MT,SHERIDAN ,8226,25418,149,26125,17.3,10.9,6.9,4.3,4.7,44.1,2203,97135
63677,VA,SUFFOLK CITY ,13177,35465,149,24855,16.9,14.7,8.1,5.2,5.7,50.6,24704,1249072
22124,NC,HERTFORD ,10812,26904,149,19877,13.3,12.7,7.5,4.1,4.4,41.9,9500,398499
67959,NY,LIVINGSTON ,8053,47598,150,24237,16.6,10.2,7.8,5.2,5.8,45.7,24930,1138210
86326,VA,HANOVER ,13947,30514,150,33284,22.8,15.1,8.2,6.3,7.2,59.6,32019,1906978
18558,NC,POLK ,10445,27032,150,23671,16.1,12.5,6.9,4.8,5.3,45.6,9396,428142
61638,NY,GENESEE ,8295,54308,150,23687,16.2,10.7,7.8,5.1,5.7,45.6,24643,1122868
471219,MD,ANNE ARUNDEL ,12861,42100,150,27763,19.6,14.5,8,6.6,7.7,56.4,212993,12011451
101327,PA,LAWRENCE ,10801,58564,150,20976,14.2,17.7,7.5,4.6,5.1,49.1,42141,2067680
199488,MN,SAINT LOUIS ,9046,40580,151,21887,15,15.5,7,4.8,5.4,47.7,96155,4583039
7209,OR,WALLOWA ,10263,23267,152,25456,17,11.1,7.1,4.5,4.9,44.5,3841,170944
83976,OH,GEAUGA ,13603,44591,152,29205,20.2,19.4,8.7,6.4,7.3,62.2,37054,2304350
6578,NC,CAMDEN ,12947,25033,152,29480,19.7,14,7.7,5,5.6,52,2843,147905
34619,NC,DAVIE ,11497,26732,153,26391,17.9,13.1,7.5,5.1,5.7,49.3,14845,732082
34897,NC,PASQUOTANK ,10951,24596,153,19202,13,12.7,7.6,4.4,4.8,42.4,14289,606380
30830,NC,JACKSON ,9514,23640,154,19916,13.6,13.2,6.8,4.4,4.9,42.9,17503,750334
25180,NC,CHEROKEE ,10398,23843,154,20413,13.7,14,7,4.2,4.5,43.4,14210,617076
59808,NC,RUTHERFORD ,10679,27233,155,22163,14.9,12.6,7.3,4.5,4.8,44.1,28057,1237159
32755,WV,GREENBRIER ,11524,35108,155,22355,14.9,16.7,7,4.2,4.5,47.2,16671,787046
42338,NC,STOKES ,10571,24302,156,28147,18.9,12.4,7.5,5,5.6,49.4,18074,893289
48876,MD,WORCESTER ,10989,28140,156,20148,14,12.4,7.1,5,5.6,44,48422,2132480
551154,NJ,UNION ,9767,73311,156,20012,14.6,14.7,8.4,6.4,7.3,51.3,202479,10396246
26432,VA,BOTETOURT ,12779,29324,156,34308,23,16.9,7.6,5.5,6.2,59.1,11039,652589
14458,VA,DICKENSON ,10466,23436,156,23551,15.4,14.1,7.2,4,4.2,44.9,6817,305920
6092,MN,LINCOLN ,10528,31575,157,24328,16.2,16.5,7,4.4,4.8,49,2915,142923
3504,SD,EDMUNDS ,11286,37676,157,25972,17.1,17.6,7.4,4.4,4.7,51.2,1595,81661
23581,VA,LOUISA ,12867,24548,158,28074,18.9,13.9,7.6,5.1,5.7,51.1,11344,580201
8191,WV,PENDLETON ,11499,24604,158,23463,15.7,16,7.2,4.4,4.7,48,5095,244556
2703,ND,TOWNER ,9662,17491,158,25721,17.2,14.8,6.9,4.5,4.9,48.3,1456,70256
21908,NC,NORTHAMPTON ,10786,24603,158,19690,13.2,12.6,7.3,4.2,4.4,41.7,10485,436905
15500,VA,COVINGTON CITY ,11218,42621,158,25476,17.1,14.1,7.1,4.7,5.2,48.1,7231,348047
2535,SD,FAULK ,10066,18628,159,24357,16.1,15.3,7.7,4.4,4.7,48.2,1176,56649
34460,VA,CAMPBELL ,11158,24659,159,27570,18.4,13.9,7.5,4.8,5.3,49.9,14859,741056
28218,VA,RUSSELL ,10339,23891,159,25484,16.7,14.1,7.3,4.1,4.4,46.8,12749,596155
7498,SD,BON HOMME ,10381,22436,159,26209,17.4,15.7,7.2,4.4,4.8,49.5,3070,152106
30924,KY,SHELBY ,15178,39046,160,28481,19.3,17,7.9,5.5,6.1,55.7,11958,666527
15811,NC,WARREN ,10931,24406,162,20209,13.5,12.7,7.5,4.2,4.5,42.4,7395,313324
793961,NJ,ESSEX ,8675,67738,162,15883,11.7,13.7,8.2,5.8,6.5,46,301147,13850370
76898,WV,BERKELEY ,12285,27401,162,24655,16.7,16.9,7.6,5,5.5,51.7,33478,1731686
17889,WV,MONROE ,11626,27995,162,23487,15.5,15.2,7.2,4.2,4.5,46.6,9161,427015
8110,CA,MODOC ,5217,26149,163,22938,15.3,9,7,4.2,4.6,40.2,4231,169888
11061,VA,MIDDLESEX ,12201,23926,164,22984,15.7,13.5,6.9,4.9,5.5,46.5,6847,318670
96521,NY,WAYNE ,8458,50210,164,24222,16.6,10.7,7.9,5.4,6,46.7,39841,1858620
9587,SD,ROBERTS ,9540,18476,165,24504,16.2,14.7,8.1,4.4,4.6,48,4259,204265
1656,MT,MCCONE ,8496,24564,166,26954,17.7,11.1,7.3,4.2,4.5,44.8,934,41880
4355,VA,CRAIG ,11752,23928,166,28966,19.3,13.2,7.3,4.8,5.3,49.9,2203,109976
33574,NC,ALEXANDER ,10507,23808,166,26821,18,12.4,7.7,5,5.5,48.5,13996,679351
6170,SD,WALWORTH ,8904,27369,167,21361,14.3,14.7,7,4.2,4.5,44.7,3235,144488
25248,NC,MONTGOMERY ,10787,24451,167,22027,14.8,12.6,7.8,4.6,4.9,44.7,12156,543824
31101,VA,PULASKI ,10403,27774,167,24287,16.3,15.4,7,4.5,5,48.2,14237,686833
6252,ND,MCHENRY ,10280,20615,167,30166,19.7,15.7,7.2,4.3,4.6,51.5,3056,157314
218221,MD,HARFORD ,12996,39937,169,29421,20.4,14.7,8.2,6.3,7.2,56.7,83008,4706489
203436,MD,FREDERICK ,12637,35746,169,32460,22.4,18.3,8.3,6.5,7.5,62.8,75660,4754501
18690,TN,JOHNSON ,10473,22862,172,23843,15.6,14.2,7,3.9,4.1,44.9,8571,384808
124742,NY,OSWEGO ,7618,43469,172,20858,14.3,10,7.8,4.9,5.3,42.3,53963,2280818
19199,WV,HAMPSHIRE ,11941,23595,173,24686,16.4,16.4,7.5,4.5,4.8,49.6,10370,514763
27795,WV,MINERAL ,12333,37232,173,24921,16.6,17.8,7.4,4.5,4.9,51.1,12547,641580
5657,ND,DICKEY ,10053,17562,174,25896,17.1,15.3,7.1,4.3,4.6,48.4,2595,125610
11977,VA,FLOYD ,11359,23848,174,28720,18.9,16.1,7.2,4.4,4.8,51.5,5864,301716
12505,TX,MADISON ,11927,27424,176,23288,15.5,12.5,7.7,4.4,4.7,44.6,4558,203437
17089,VA,GILES ,11172,28327,177,27453,18.3,16.3,7.1,4.7,5.2,51.6,7891,407352
378985,PA,YORK ,11438,48821,177,23742,16.4,14.4,7.6,5.4,6,49.8,155267,7733311
14743,NC,SWAIN ,9716,24108,177,18687,12.6,13.8,7.6,4.3,4.6,42.9,7734,332136
3977,ND,NELSON ,9759,16653,179,25256,16.7,15.1,6.6,4.2,4.6,47.2,2142,101084
79609,NY,CAYUGA ,7618,50916,179,20057,13.8,10.6,7.6,4.9,5.4,42.4,34229,1450351
13397,VA,FRANKLIN CITY ,10429,24350,179,21379,14.4,12.6,7.4,4.5,4.9,43.8,5993,262317
21027,LA,WEST BATON ROUGE ,15199,31664,180,24257,16.3,13.4,8.2,4.9,5.4,48.3,8146,393170
5418,MN,KITTSON ,9632,25724,180,23134,15.6,15.5,7.1,4.5,5,47.7,2806,133850
48785,NY,CORTLAND ,7357,49713,180,19970,13.6,10.5,7.5,4.6,5,41.3,20278,836780
10569,WV,GRANT ,11358,24208,180,22902,15.2,16.2,7.3,4.3,4.6,47.6,5595,266543
15270,WI,LAFAYETTE ,10311,40140,181,29512,19.6,17.1,7.6,4.9,5.4,54.7,6383,349291
1934,OR,SHERMAN ,10275,22527,182,28185,18.7,9.7,7.3,4.7,5.1,45.5,725,33004
13188,VA,SOUTHAMPTON ,12321,24530,182,25229,16.9,13.9,7.5,4.7,5.1,48,5205,249740
91066,PA,INDIANA ,10272,51722,182,21098,14.2,13.9,7.4,4.4,4.7,44.7,37971,1695853
41658,VA,HENRY ,10169,23912,182,24790,16.5,15.1,7.2,4.5,4.9,48.3,18853,909966
7555,OR,HARNEY ,9578,22794,183,26292,17.4,11.1,7.4,4.4,4.8,45.1,3496,157798
16803,VA,KING GEORGE ,12869,24783,183,30502,20.7,14.2,8.2,5.7,6.4,55.2,6820,376666
25737,NY,YATES ,7386,37470,183,19084,13.1,9.7,7.8,4.7,5.2,40.4,13055,527877
43024,WV,JEFFERSON ,13174,23987,184,28348,19.2,17.8,7.6,5.4,6,56,17955,1006363
40238,VA,AUGUSTA ,11757,29352,185,31582,21.1,16.5,7.7,5.2,5.8,56.5,16062,907355
7245,MN,NORMAN ,10291,27435,186,25016,16.7,16.4,7.3,4.5,5,49.9,3348,167049
496444,DE,NEW CASTLE ,11988,48803,186,21374,15.3,14.9,7.7,6,6.9,50.8,198699,10092996
10855,VA,AMELIA ,12495,24356,187,33616,22.3,14,8,5.2,5.7,55.1,4358,240287
83868,MD,WICOMICO ,11428,30776,187,23119,15.8,13.2,7.6,5,5.5,47.1,34042,1602175
76174,MD,CALVERT ,14129,26823,187,35526,24.4,14.7,8.8,6.9,7.9,62.7,28215,1769983
4502,MN,RED LAKE ,9236,16488,189,26499,17.6,14.7,7.3,4.6,5,49.1,1965,96501
2483,VA,HIGHLAND ,9924,23672,189,24013,16.1,14.3,6.7,4.3,4.8,46.2,1734,80171
4855,VA,RAPPAHANNOCK ,12062,24207,190,32146,21.7,13.9,7.3,5.5,6.3,54.6,2424,132323
44288,VA,PITTSYLVANIA ,11140,24403,190,26950,17.9,14.4,7.4,4.6,5,49.3,20060,988250
18819,VA,PATRICK ,10331,23675,190,25822,17.1,15.3,7.1,4.3,4.7,48.5,9638,467107
76302,NC,CALDWELL ,10305,27170,191,24664,16.6,12.8,7.4,4.7,5.2,46.7,32955,1540255
80536,NC,BURKE ,10237,27088,191,23265,15.7,12.8,7.4,4.8,5.2,45.9,33410,1533650
59586,NC,STANLY ,11327,26705,191,24641,16.6,13.4,7.6,4.8,5.3,47.7,26939,1285012
7229,VA,BLAND ,10610,23796,191,27892,18.4,15.7,7.3,4.4,4.7,50.5,3340,168612
31091,VA,WARREN ,11134,24303,192,28023,18.9,13.3,7.7,5.2,5.8,50.9,13112,667694
3603,SD,DOUGLAS ,10428,17400,192,28093,18.4,15.9,7.7,4.3,4.6,50.9,1506,76671
237046,NY,ONEIDA ,7308,54672,192,19058,13.2,10.9,7.3,4.8,5.3,41.5,104056,4318282
8547,MN,MURRAY ,10501,26036,193,25472,17.1,16.6,7.2,4.7,5.2,50.8,3935,199875
238390,NJ,GLOUCESTER ,11532,60155,194,24202,17,15.5,8.3,6.1,6.9,53.7,89104,4787936
17027,KY,BRECKINRIDGE ,14075,33111,194,25476,16.9,15.6,7.6,4.4,4.8,49.2,8521,419527
196275,NY,SARATOGA ,7852,48438,195,22830,16.1,10.7,7.6,5.7,6.5,46.6,84169,3918433
4470,ND,SARGENT ,10691,16961,195,30625,20.3,16.2,7.4,4.9,5.4,54.2,2021,109548
18257,VA,BRUNSWICK ,11306,25163,196,22749,15.2,13.5,7.4,4.5,4.8,45.4,7387,335648
131508,PA,BLAIR ,10020,59215,197,20194,13.7,14.5,7.3,4.6,5,45.1,56226,2536014
7369,IN,UNION ,11457,25712,197,29961,19.9,16.7,7.8,4.9,5.4,54.7,3038,166214
13766,VA,APPOMATTOX ,11542,23996,198,27752,18.5,15.5,7.7,4.8,5.2,51.6,5911,304926
2465326,NY,KINGS ,5892,46574,199,9029,6.8,9.9,8.4,4.7,5,34.7,930866,32327808
4400,SD,MARSHALL ,9607,16804,199,25085,16.6,15.1,7.2,4.3,4.7,48,2516,120732
34817,VA,MARTINSVILLE CITY ,10629,30380,200,21100,14.2,16.1,7.1,4.4,4.8,46.5,15754,732924
113221,NY,JEFFERSON ,6932,42466,200,18465,12.7,10,7.9,4.8,5.2,40.5,54953,2228138
33764,MD,TALBOT ,11812,28638,201,23537,16.3,13.6,7,5.2,5.9,48,16480,791340
7674,OR,GRANT ,10330,23186,202,26810,17.9,11.7,7.2,4.6,5.1,46.4,3669,170221
1972,MT,DANIELS ,7918,23256,202,24410,16.2,10.8,6.7,4.1,4.5,42.3,1126,47631
87626,PA,ADAMS ,10983,37714,203,25163,17.2,13.8,7.8,5.3,5.9,49.9,34482,1720823
4251,ND,PIERCE ,9021,17020,203,25454,16.8,14.8,6.9,4.2,4.5,47.1,2025,95415
4300,MN,TRAVERSE ,9539,17100,204,22272,14.9,15.2,7.2,4.4,4.8,46.5,1746,81145
37054,NC,YADKIN ,10559,23434,204,27464,18.4,12.9,7.4,4.8,5.3,48.8,16119,785911
12280,VA,MADISON ,12185,24917,205,31131,20.7,14.1,7.8,5.1,5.6,53.3,5120,273104
32614,VA,MECKLENBURG ,11050,25520,206,21830,14.7,13.4,7.1,4.4,4.8,44.4,17601,781838
31886,VA,ORANGE ,11745,24535,206,29174,19.6,13.9,7.6,5.2,5.8,52,13859,721357
8693,ND,TRAILL ,10425,16055,208,28601,19.1,16,7.3,4.9,5.4,52.6,3941,207400
36431,MD,QUEEN ANNES ,12589,24735,209,31500,21.7,13.9,7.9,6.3,7.2,57,14906,849920
7561,OR,LAKE ,8976,22788,212,23939,15.9,11.1,7.2,4.3,4.7,43.2,3890,167895
2237335,NY,QUEENS ,6451,46210,212,11955,9,10.3,8.6,5.4,5.9,39.2,824598,32290559
576248,PA,DELAWARE ,11103,56264,212,20188,14.6,15.2,7.7,6.1,7,50.6,888397,44947386
48603,PA,PIKE ,10108,28598,213,19663,13.8,12.4,7.9,5.3,6,45.4,36273,1648175
9127,WV,POCAHONTAS ,10844,23861,213,19997,13.4,16.1,6.9,4.1,4.4,44.9,7587,340749
43568,NY,ORLEANS ,7755,44805,214,22675,15.4,10.7,8,5,5.5,44.5,17090,760913
49628,AK,KENAI PENINSULA ,7704,54805,215,23088,16,14.9,7.9,5.5,6.2,50.5,24252,1224998
35970,VA,SHENANDOAH ,11002,25286,216,27906,18.8,15.5,7.3,5,5.5,52,17034,886324
1811,ND,STEELE ,10589,16163,217,27859,18.6,16.4,7.1,4.6,5.1,51.8,944,48928
62478,NC,WILKES ,10257,23444,217,25294,17,12.9,7.3,4.7,5.1,46.9,27852,1306483
122794,DE,KENT ,11206,36650,218,22705,15.6,13.9,7.9,5.2,5.7,48.3,48128,2323819
316375,PA,LUZERNE ,9404,50643,218,19149,13.2,13.9,7.1,4.6,5.1,44,143468,6306768
3878,WA,COLUMBIA ,9929,21844,219,26459,17.6,12.1,7,4.4,4.9,46.1,1917,88315
14180,CO,ELBERT ,12206,46197,221,42913,28.8,18.6,8.8,6.6,7.5,70.3,5057,355331
2914,SD,POTTER ,10182,22864,222,22694,15.2,16.4,7,4.3,4.7,47.6,1852,88134
11970,VA,SUSSEX ,11724,23781,222,23723,15.9,13.9,7.4,4.5,4.8,46.5,4318,200592
203627,NC,BUNCOMBE ,9867,29158,223,21614,14.8,14.6,7,4.8,5.3,46.5,92895,4316341
6739,MN,GRANT ,9680,16244,223,24378,16.4,15.5,7.2,4.6,5.1,48.8,3352,163594
8755,VA,SURRY ,12442,24240,223,26287,17.6,14.4,7.8,4.9,5.4,50.1,3200,160196
163842,DE,SUSSEX ,10455,25221,223,20299,14,12.8,7.4,5,5.5,44.7,96191,4300895
4039,MN,MAHNOMEN ,8647,15877,223,21758,14.5,14.4,7.7,4.3,4.6,45.5,1982,90201
117249,MD,CHARLES ,13741,32942,224,32226,22.3,15.3,8.6,6.6,7.6,60.4,42837,2587507
45540,CA,SISKIYOU ,5559,25521,224,23373,15.6,9.8,7.1,4.3,4.7,41.5,22452,931484
18996,VA,GREENSVILLE ,10655,23891,225,22218,14.9,13.3,7.5,4.4,4.8,44.9,6995,314043
8122,SD,HUTCHINSON ,11093,28032,226,27465,18.1,17.6,7.3,4.4,4.8,52.1,3579,186596
453104,NJ,MORRIS ,11324,65029,227,27074,19.8,16.2,8.2,7.7,9.1,61,168036,10253604
10302,VA,ESSEX ,11776,24151,228,25935,17.5,14.1,7.4,4.9,5.4,49.2,5080,250020
689561,MA,SUFFOLK ,5920,46444,228,13228,9.7,10.8,7.2,5,5.5,38.2,292520,11178861
22682,VA,PAGE ,10555,23886,228,27171,18.1,16.2,7.4,4.6,5,51.2,10332,529283
749079,PA,MONTGOMERY ,11082,50031,229,22963,16.6,15,7.6,6.5,7.5,53.3,303625,16197157
9066,VA,MATHEWS ,12564,23522,229,26014,17.8,14.6,7,5.3,6,50.6,5286,267441
14393,VA,CHARLOTTE ,11178,23629,230,25165,16.6,13.6,7.4,4.3,4.7,46.6,6670,310995
29720,VA,WYTHE ,10589,26065,231,25553,17,16.3,7.1,4.5,4.9,49.8,13757,684442
20453,GA,BURKE ,12703,28728,232,22858,15.1,14.1,8.2,4.3,4.5,46.2,8304,384015
33576,VA,SMYTH ,9818,27947,234,24200,16.1,15.5,7.1,4.3,4.7,47.8,15255,729252
29367,WV,PRESTON ,12592,31250,234,24598,16.2,18.4,7.5,4.3,4.6,51,13451,685793
16297,VA,WESTMORELAND ,11352,23565,234,22767,15.4,13.8,7.3,4.7,5.2,46.4,9092,422185
55762,VA,ROCKINGHAM ,11002,24829,236,29991,20,15.5,7.8,5,5.6,54,22824,1231485
4431,ND,EMMONS ,10735,23336,236,26370,17.3,17.1,7.2,4.1,4.4,50.1,2203,110329
1915,OR,GILLIAM ,10600,22329,238,26212,17.5,12.3,6.9,4.6,5,46.4,1043,48347
4711,VA,CHARLES CITY ,12669,24039,238,30239,20.3,14.7,7.6,5.2,5.8,53.7,2022,108539
18886,NY,SCHUYLER ,7270,34083,239,22222,15.1,10.1,7.6,4.8,5.3,42.9,8712,374137
14622,VA,CLARKE ,12304,25385,240,32125,21.8,14.7,7.6,5.8,6.6,56.6,6141,347378
75994,NC,SURRY ,9704,23360,241,24362,16.3,12.8,7.4,4.6,5,46.1,33278,1534068
5686,ND,RANSOM ,10396,14753,242,29592,19.7,16.3,7.1,4.8,5.4,53.4,2540,135657
23190,MD,SOMERSET ,10345,25048,242,20317,13.7,12.9,7.1,4.3,4.7,42.7,9389,401004
158480,PA,FAYETTE ,9768,47649,242,20218,13.6,17.1,7.3,4.3,4.6,46.8,70195,3285683
9230,VA,RICHMOND ,11647,23585,243,24367,16.3,14.1,7.2,4.6,5,47.2,3706,175050
22320,VA,PRINCE EDWARD ,10897,23737,245,22227,14.9,13.7,7.3,4.4,4.8,45.1,8668,391233
1386,SD,CAMPBELL ,9932,18197,245,25696,17,16.1,7.1,4.3,4.7,49.2,751,36970
36709,VA,HALIFAX ,10584,23726,246,24354,16.2,13.5,7.3,4.3,4.7,46,16645,765448
2550,ND,GRIGGS ,9987,14198,253,25952,17.2,16.1,6.8,4.3,4.7,49,1415,69316
227832,PA,CUMBERLAND ,9892,35378,254,22429,15.7,13.6,7.3,5.5,6.2,48.2,92738,4474495
121700,PA,FRANKLIN ,9932,31262,255,23640,16.2,16.3,7.5,5.1,5.6,50.6,50862,2573527
63465,NY,WARREN ,7035,41167,257,18572,13,10.7,7.3,5,5.5,41.5,35150,1458478
127233,PA,CENTRE ,8672,30190,259,20228,13.9,15,7.4,4.8,5.3,46.3,53207,2465675
248353,PA,DAUPHIN ,9349,38767,260,19762,13.9,13.6,7.2,5.2,5.8,45.6,109667,5001775
18879,PA,MONTOUR ,9916,33847,260,21690,14.9,13.6,7.3,4.9,5.5,46.1,7921,365303
85759,MD,CECIL ,11915,28745,260,28000,19.2,14.3,8.2,5.8,6.5,54,34461,1859217
1529317,NY,NEW YORK ,4683,30520,261,6101,5.8,8.9,6.3,5.4,6.2,32.6,764218,24935891
131173,MD,WASHINGTON ,10666,32077,262,24827,16.9,17.2,7.4,5.1,5.7,52.3,52685,2756963
471237,PA,LANCASTER ,10086,34295,263,22319,15.5,13.8,8,5.5,6.1,48.8,180546,8815815
4810,ND,LAMOURE ,10624,14333,265,29760,19.5,16.9,7.2,4.4,4.8,52.9,2290,121076
65705,NY,MADISON ,7482,42599,265,21817,15,11.2,7.7,5.1,5.7,44.6,27104,1209815
12627,VA,LANCASTER ,12204,23465,268,20863,14.3,14.8,6.6,4.7,5.2,45.7,7207,329207
147527,MD,CARROLL ,13125,32304,269,33910,23.2,16.1,8.4,6.4,7.4,61.5,53144,3270690
49833,NY,FULTON ,6995,44627,269,18356,12.6,11.1,7.2,4.6,5,40.6,26118,1059848
23073,MD,KENT ,11275,23543,271,23517,16.1,13.7,7.1,5.1,5.7,47.8,11073,529152
153842,PA,CAMBRIA ,9561,49500,271,20164,13.7,14.6,7.2,4.4,4.8,44.7,66330,2962988
