Population,State,County,electricity (kWh),Nat. Gas (cu.ft.),FUELOIL (gallons),Vehicle miles traveled, Transport (tCO2e/yr) , Housing (tCO2e/yr) , Food (tCO2e/yr) , Goods (tCO2e/yr) , Services (tCO2e/yr) , Total Household Carbon Footprint (tCO2e/yr) , Households , Total County Carbon Footprint (tCO2e/yr) 
175189,MO,JEFFERSON ,12698,33899,9,27876,18.9,17.5,8.3,5.6,6.2,56.5,66407,3750377
4745,ND,MCKENZIE ,11242,43084,9,26198,17.2,15.9,8,4.4,4.6,50.1,2438,122185
15953,IA,HAMILTON ,10945,58707,9,26181,17.7,16.8,7.3,4.9,5.4,52.1,6913,360023
63332,AL,DE KALB ,12242,27498,9,25882,17.1,13.9,7.6,4.4,4.7,47.8,27637,1320301
6424,MO,REYNOLDS ,10562,24343,9,21947,14.6,14.7,7.3,4.1,4.4,45.1,3369,151948
16203,KY,UNION ,14759,37581,9,26926,18,16.5,7.5,4.8,5.3,52.1,6452,336144
19094,GA,LUMPKIN ,12195,27576,9,29003,19.4,13.9,7.9,5,5.5,51.6,7408,382153
9569,IL,ALEXANDER ,11020,43028,9,19580,13.1,16.4,7.1,4.1,4.3,45,4584,206382
6570,KY,MENIFEE ,12140,27569,9,22142,14.5,13.7,7.5,3.9,4,43.6,3679,160352
8025,KS,DONIPHAN ,12426,45157,9,25607,17.1,18.4,7.4,4.6,5,52.4,3388,177516
4386,TN,VAN BUREN ,13378,29894,9,26690,17.5,14.9,7.6,4.2,4.5,48.7,1884,91675
5064,IL,SCOTT ,12690,53022,9,29348,19.5,18.8,7.3,4.8,5.3,55.7,2209,123059
37464,WV,LOGAN ,13188,41201,9,21320,14.1,16.7,7.5,4.1,4.3,46.7,16677,778605
17298,NV,HUMBOLDT ,8242,43406,9,29485,19.9,9.6,8.4,5.5,6.1,49.6,7403,367267
77168,MT,FLATHEAD ,8678,46682,9,24760,16.6,9.8,7.4,4.7,5.1,43.6,35583,1550904
14934,GA,BANKS ,12136,28305,9,31106,20.5,13.7,8.1,4.9,5.3,52.6,9808,515663
86428,TN,BRADLEY ,12300,27715,9,25685,17.2,14,7.5,4.7,5.2,48.6,36163,1757803
13595,IL,MOULTRIE ,12568,53867,10,28331,19,18.7,7.6,5.1,5.7,56.2,5638,316577
521816,OH,SUMMIT ,11705,69978,10,21282,14.9,8.4,7.4,5.4,6.1,51.3,96837,4963305
6771,MT,BLAINE ,9042,51005,10,24999,16.3,10.4,8.5,4.3,4.4,43.9,2863,125625
6869,MO,CLARK ,12089,37760,10,25575,16.9,17.1,7.4,4.3,4.6,50.2,3129,157068
1399,NE,ROCK ,11293,40962,10,25049,16.5,15.9,6.7,4,4.3,47.4,742,35182
25930,ND,MORTON ,11944,59883,10,29335,19.5,17.7,7.6,4.8,5.3,54.9,11034,606104
36043,IA,JASPER ,10907,54049,10,26714,18.1,16.4,7.3,5.1,5.7,52.6,15156,796952
14157,IL,MARSHALL ,12865,62215,10,28624,19.3,19.3,7.5,5.2,5.8,57.1,6287,358867
121121,OH,WOOD ,11618,57917,10,24458,16.8,16.6,7.6,5.4,6,52.5,47252,2478952
117817,IN,DELAWARE ,11266,55360,10,23137,15.7,16,7.1,4.7,5.2,48.8,50633,2469125
5775,ID,LEWIS ,8807,22781,10,27790,18.3,10.2,7.4,4.5,4.8,45.1,2697,121765
27685,KY,BOYLE ,14179,43844,10,22484,15.3,16.5,7.1,4.7,5.2,48.8,11406,556162
385899,TN,KNOX ,12590,34308,10,23274,16,14.7,7.1,5,5.6,48.3,172912,8355224
13563,AL,WILCOX ,12846,26873,10,18756,12.2,14.1,8.2,3.7,3.7,41.8,6293,262872
20959,IA,MAHASKA ,10638,55020,10,25529,17.2,16.2,7.3,4.8,5.4,50.9,9034,459453
329145,FL,SEMINOLE ,12211,16159,10,23560,16.5,12.1,7.8,5.8,6.6,48.9,132268,6461684
15012,IL,GREENE ,11883,56576,10,27145,18,18.3,7.5,4.5,4.9,53.1,6443,342258
22392,IL,DOUGLAS ,12895,56913,10,26436,17.8,19.3,7.9,5,5.5,55.5,8900,494135
37148,IL,LIVINGSTON ,11998,64927,10,26731,18.1,17.8,7.6,5.1,5.7,54.3,14191,770261
11860,MT,BIG HORN ,8605,42756,10,23939,15.6,10,9.8,4.5,4.6,44.5,4416,196490
24240,SC,BARNWELL ,12777,29928,10,22551,15,12.3,7.7,4.3,4.6,43.9,10534,462517
6937,NE,KEARNEY ,14339,62001,10,33268,22,20.3,7.6,5,5.5,60.5,2827,170943
183979,IN,ELKHART ,13046,65616,10,24665,16.9,18.3,8.3,5.4,6,54.8,69865,3831886
12345,MI,CRAWFORD ,9810,47995,10,19121,13.1,15,7.3,4.6,5,45,8664,390312
22030,KY,OHIO ,13863,32925,10,26606,17.5,15.4,7.6,4.4,4.7,49.6,9560,473699
14410,MO,LIVINGSTON ,11702,43941,10,22609,15.2,17.2,7.1,4.5,4.9,49,6405,313934
24009,MO,WARREN ,12191,27251,10,26842,18.1,16.6,7.9,5.2,5.7,53.5,10740,574448
33883,KY,GREENUP ,13439,41774,10,24586,16.4,16.4,7.5,4.5,4.9,49.7,14721,731604
933,GA,ECHOLS ,12979,26261,10,25725,16.8,14.1,8.4,4.3,4.5,48.1,382,18366
9001,GA,MONTGOMERY ,12781,27016,10,22508,15,14,7.9,4.4,4.6,45.9,3861,177073
25711,SC,HAMPTON ,12831,29126,10,21315,14.2,12.2,8,4.3,4.5,43.2,10470,452423
10752,FL,FRANKLIN ,9833,17385,10,16797,11.4,10.4,6.9,4.1,4.4,37.3,6389,238234
809,NE,THOMAS ,9879,24667,10,26160,17.2,13.7,6.8,4.1,4.4,46.1,485,22379
21926,MO,NODAWAY ,10962,36195,10,23213,15.6,16,7,4.4,4.9,47.9,8927,427355
39508,IN,KNOX ,11900,50614,10,23114,15.5,16.2,7.1,4.4,4.9,48.1,17400,837564
66600,WA,CHELAN ,10389,23600,10,23560,16,9.5,7.9,4.9,5.4,43.7,30399,1327444
16774,TN,SMITH ,13826,33976,10,28052,18.6,15.6,7.6,4.7,5.1,51.6,7422,383261
23661,IA,WASHINGTON ,11223,51091,10,27483,18.4,16.7,7.8,5,5.5,53.3,9482,505136
15714,IL,PIATT ,13467,62834,10,29976,20.3,20.3,7.5,5.4,6.1,59.7,6519,389243
71389,IN,KOSCIUSKO ,13026,57886,10,25444,17.4,17.8,8,5.3,5.9,54.3,31247,1697017
65276,OH,WASHINGTON ,11778,55918,10,23113,15.6,16.6,7.4,4.7,5.1,49.3,28910,1426395
15658,MT,PARK ,8074,49157,10,24256,16.2,9.8,6.8,4.4,4.9,42.2,8229,346855
42661,KY,FLOYD ,13559,37058,10,21046,13.8,16.2,7.4,3.8,3.9,45,18671,840278
113402,SC,DORCHESTER ,13160,29468,10,24868,16.9,12.5,8.2,5.3,5.8,48.7,65277,3182045
10141,GA,TURNER ,12461,28839,10,21630,14.3,14,8.1,4.2,4.4,44.9,4199,188508
452684,MI,GENESEE ,11542,72648,10,24087,16.5,18.3,7.7,5.3,5.9,53.7,189574,10186868
58987,ND,WARD ,11174,59801,10,24857,16.6,17,7.5,4.6,5.1,50.8,25357,1287829
1269680,PA,ALLEGHENY ,10874,73596,10,17302,12.3,17,7,5,5.6,46.8,579027,27120283
43976,OR,LINCOLN ,9392,27481,10,19960,13.7,9.1,6.9,4.5,5,39.1,26689,1044307
11052,KY,TODD ,14383,30538,11,24445,16.2,15.7,7.8,4.4,4.7,48.9,4687,228996
120444,MN,OLMSTED ,12067,65587,11,23518,16.5,18.4,7.6,5.8,6.6,54.9,48012,2634453
16889,IA,CLAY ,10192,55823,11,24369,16.4,15.9,7.1,4.7,5.2,49.4,7567,373550
7711,TN,HOUSTON ,12951,27157,11,25616,16.9,14.4,7.3,4.3,4.6,47.7,3784,180380
15656,IA,OBRIEN ,11043,58312,11,25956,17.4,16.9,7.3,4.7,5.2,51.6,6725,346894
7442,MO,SHELBY ,11642,32950,11,24478,16.2,16.5,7.2,4.3,4.6,48.8,3569,174173
10020,KY,LIVINGSTON ,13541,27625,11,26255,17.4,14.9,7.3,4.5,4.9,48.9,4865,238015
4882,MT,PHILLIPS ,9696,56837,11,24860,16.4,11.1,7.5,4.3,4.6,43.9,2604,114362
12637,IA,UNION ,10394,53830,11,25281,16.9,15.9,6.9,4.5,4.9,49.1,5771,283547
282579,MN,ANOKA ,13486,73157,11,27966,19.4,20.2,8.3,6.3,7.1,61.3,463928,28461565
303253,ID,ADA ,11763,53041,11,26469,18.1,12,7.9,5.6,6.2,49.8,119693,5965716
12024,MO,ANDREW ,12228,35971,11,27884,18.7,17.3,7.6,4.9,5.4,53.9,4932,265885
14646,TN,GRUNDY ,12788,26700,11,25427,16.6,14.3,7.6,4,4.2,46.6,6498,302793
32928,IN,JASPER ,13337,52761,11,31924,21.4,17.8,8.2,5.4,6,58.8,12221,718039
3139,NE,SHERMAN ,11384,44423,11,26399,17.4,16.2,7,4.2,4.6,49.5,1755,86832
19164,SC,JASPER ,12783,25668,11,23036,15.3,12,8.3,4.6,4.8,45,7216,324903
21964,IN,STARKE ,13129,59158,11,27477,18.4,17.9,8,5,5.4,54.7,9290,508273
94142,IL,DEKALB ,11274,62382,11,26621,18.2,16.6,7.7,5.4,6.1,53.9,35000,1887868
1279,MT,GARFIELD ,7790,24890,11,23754,15.7,8,7.2,4.1,4.4,39.3,961,37811
22964,KY,WOODFORD ,14981,43033,11,28243,19.3,17.2,7.7,5.6,6.4,56.2,9282,521280
132309,IN,MADISON ,11947,61097,11,24788,16.9,17,7.3,5,5.6,51.7,57029,2950066
34167,KY,SCOTT ,13726,36178,11,26988,18.5,15.6,7.8,5.5,6.2,53.7,13444,721687
12232,KY,MARTIN ,13317,34568,11,21001,13.6,16.4,7.8,3.7,3.7,45.2,5409,244245
8804,GA,CHARLTON ,12764,28231,11,23607,15.5,14.2,8.2,4.3,4.5,46.8,3238,151602
7895,NE,MERRICK ,12357,47187,11,29976,19.8,17.4,7.6,4.7,5.1,54.6,3528,192571
47597,IN,LAWRENCE ,11461,40011,11,26476,17.7,15.2,7.4,4.8,5.3,50.3,21205,1066344
39164,IA,MARSHALL ,10531,57542,11,24759,16.8,16.4,7.4,4.9,5.4,51,16266,829360
276170,OH,LORAIN ,11891,63334,11,23319,16.2,17.3,7.9,5.5,6.1,52.9,108050,5713215
14508,NE,OTOE ,13041,54728,11,28582,19.1,18.5,7.4,4.9,5.4,55.2,6222,343358
21161,AL,PICKENS ,13600,29590,11,23144,15.3,14.8,7.7,4.2,4.5,46.5,9669,449585
24800,GA,TATTNALL ,12278,26899,11,22065,14.7,13.7,8,4.4,4.6,45.3,9570,433952
17088,KY,ALLEN ,13464,28621,11,24439,16.2,14.9,7.7,4.5,4.8,48.1,7713,370939
18944,ID,BLAINE ,9751,45836,11,25211,17.6,10.5,7.3,5.7,6.5,47.5,12165,577926
9073,MT,DAWSON ,10136,66754,11,27078,17.9,16.6,7.1,4.4,4.8,50.9,4177,212720
57555,FL,NASSAU ,11381,16453,11,24625,17,12.1,7.8,5.5,6.1,48.4,25880,1253323
3932,IL,POPE ,11085,34014,11,24483,16.3,15.8,7.1,4.4,4.8,48.4,1992,96432
315704,SC,CHARLESTON ,12166,31183,11,19533,13.6,12,7.3,5,5.6,43.4,150241,6526070
16181,NE,SEWARD ,13448,48617,11,31069,20.8,18.5,7.6,5.2,5.8,58,6291,364896
72682,OR,BENTON ,9977,34434,11,23215,15.9,9.8,7.2,5,5.5,43.4,30180,1308858
204195,SC,HORRY ,10861,23870,11,19292,13.3,10.7,7.2,4.7,5.3,41.2,126836,5224246
105518,OH,ALLEN ,11266,59053,12,21559,14.7,16.4,7.5,4.8,5.3,48.9,47582,2326605
5710,GA,LANIER ,12602,26803,12,22764,15,13.9,7.9,4.3,4.5,45.6,2408,109916
909,NE,HOOKER ,10235,25336,12,28758,18.9,14.1,7,4.2,4.6,48.7,520,25347
2196,NE,DUNDY ,11521,42199,12,25765,17,16.3,6.9,4.1,4.4,48.7,1142,55566
53312,CA,TUOLUMNE ,5843,27833,12,24020,16.3,7.1,7.1,4.9,5.4,40.8,27595,1126141
37599,GA,HABERSHAM ,11570,30909,12,26314,17.6,13.5,7.7,4.8,5.3,48.9,15855,775494
8419,CO,CONEJOS ,8247,48251,12,24349,15.9,14.6,8.4,4.2,4.3,47.3,3823,180970
17027,VA,NELSON ,11465,23761,12,28176,18.9,16.5,7.4,4.9,5.5,53.1,9811,520982
48299,FL,JACKSON ,11244,18308,12,20967,14.1,12.4,7.3,4.4,4.8,43.1,20153,868586
39249,NE,MADISON ,12179,51876,12,25153,16.9,17.5,7.7,4.8,5.2,52.1,15936,829504
40802,IL,BOONE ,12958,69488,12,30100,20.5,18.6,8.5,6,6.7,60.3,15053,907899
15971,GA,COOK ,12754,27485,12,23519,15.5,14.1,7.9,4.3,4.6,46.5,6618,307449
6548,NE,ANTELOPE ,13007,51599,12,28197,18.5,18.3,7.4,4.4,4.7,53.3,3005,160109
70883,IN,BARTHOLOMEW ,12437,49850,12,26826,18.3,16.7,7.6,5.3,6,53.9,29654,1598733
6749,WI,IRON ,8301,45192,12,18799,12.8,14.4,6.7,4.2,4.6,42.7,5158,219997
24115,IN,POSEY ,13832,46656,12,29693,19.9,17.7,7.8,5.2,5.8,56.5,10067,568772
46570,TN,MCMINN ,13359,33076,12,25104,16.7,15.1,7.3,4.5,4.9,48.6,20638,1002160
28834,GA,STEPHENS ,11258,34923,12,23730,15.8,13.5,7.5,4.4,4.7,45.9,13185,605135
55471,TN,ROANE ,12685,34511,12,26289,17.5,14.8,7.3,4.5,4.9,49,24792,1214063
64845,OH,HANCOCK ,11487,55770,12,22913,15.9,16.4,7.5,5.3,6,51.1,27043,1381663
82865,OH,ERIE ,11373,58365,12,20972,14.6,16.5,7.4,5.2,5.9,49.6,37293,1850629
5807,KS,OTTAWA ,13524,43239,12,29143,19.5,19.5,7.4,4.9,5.5,56.8,2582,146714
18030,GA,JEFFERSON ,12781,31153,12,21729,14.3,14.3,8,4.1,4.3,45.1,7530,339594
15413,GA,SCREVEN ,12878,28139,12,22972,15.3,14.3,7.8,4.4,4.7,46.4,6861,318364
787,NE,GRANT ,10335,24380,12,26507,17.7,15.1,7.6,4.7,5.2,50.4,477,24029
18730,KY,ANDERSON ,13929,35212,12,31174,21,15.7,7.8,5.4,6.1,56,7585,424429
14725,NE,YORK ,12873,50547,12,27559,18.4,18.1,7.3,4.8,5.4,54.1,6193,335105
310406,TN,HAMILTON ,13029,33819,12,23835,16.3,15,7.3,5,5.6,49.3,135822,6690974
59515,WV,MARION ,13816,66026,12,21007,14.1,18.9,7.1,4.3,4.6,49,27964,1368848
9491,IA,LUCAS ,9853,45935,12,26698,17.7,15,7.3,4.5,4.9,49.3,4279,210834
91355,MN,SCOTT ,14808,71546,12,30742,21.5,21.4,8.7,6.9,7.9,66.3,32282,2140270
323091,OR,LANE ,9602,27230,12,23441,15.9,9.2,7.3,4.9,5.4,42.7,138826,5931324
85875,GA,WHITFIELD ,11369,29599,12,25648,17.3,13.4,8.4,5.1,5.5,49.7,31743,1578403
11304,KY,SPENCER ,15096,26272,12,33664,22.6,16.1,8.2,5.7,6.3,58.9,4366,257297
32209,FL,DE SOTO ,11003,15603,13,18776,12.7,10.9,8.1,4.5,4.8,41,13608,558006
39923,IN,DUBOIS ,13298,43997,13,29463,19.9,17.1,7.9,5.4,6,56.2,15674,881155
19572,TN,SCOTT ,13889,40608,13,25754,16.8,16,7.6,4,4.2,48.6,8353,405916
43067,FL,SUMTER ,10757,15879,13,19942,13.4,10.9,7.2,4.2,4.5,40.3,18826,758761
4628,NE,JOHNSON ,12688,46488,13,29716,19.6,17.7,7.1,4.5,5,53.9,2183,117661
16507,KY,MASON ,13191,43644,13,22460,15,15.8,7.2,4.4,4.7,47.1,7610,358439
1360,MT,CARTER ,8084,26764,13,27366,17.8,11,7.5,4.1,4.3,44.7,811,36236
30254,TN,RHEA ,13775,35727,13,25673,17,15.6,7.4,4.4,4.8,49.2,13394,658712
930234,FL,ORANGE ,11234,15144,13,20610,14.4,11.2,7.9,5.3,5.9,44.7,375247,16758150
23540,WV,BOONE ,13788,43874,13,22566,14.9,17.4,7.4,4.1,4.4,48.2,10732,516797
229379,FL,ALACHUA ,10447,17570,13,19613,13.4,10.8,7.1,4.5,5,40.8,100448,4097176
14594,IA,MILLS ,11847,49682,13,30447,20.4,17.1,7.8,5.3,5.8,56.4,5662,319470
429,NE,LOUP ,10363,24002,13,29487,19.2,14.1,7.1,4.2,4.4,49,225,11024
15940,KY,SIMPSON ,14796,39895,13,24521,16.5,16.7,7.5,4.8,5.2,50.7,6868,348239
310313,MI,WASHTENAW ,10794,65590,13,22946,16.2,17.1,7.2,5.7,6.6,52.8,126641,6689771
98135,IN,CLARK ,11675,44788,13,24689,16.8,15.7,7.4,5.1,5.6,50.6,41781,2113704
65376,WA,CLALLAM ,9723,22125,13,23558,16,9.1,7,4.7,5.2,42,31094,1306666
14189,NM,COLFAX ,11266,35519,13,23456,15.7,12.8,7.1,4.4,4.8,44.9,8959,402338
13813,SD,UNION ,12930,51377,13,28692,19.4,18.2,7.6,5.3,6,56.5,5849,330689
657119,NC,WAKE ,12639,36974,13,23625,16.8,12.8,7.6,6.1,7,50.2,270876,13588956
8289,KY,EDMONSON ,12531,23925,13,23485,15.4,13.9,7.4,3.9,4.2,44.8,4279,191680
27781,IN,WHITE ,13045,57964,13,25199,17.1,17.8,7.6,5.1,5.7,53.3,13749,732658
17750,KY,MEADE ,13907,29148,13,29830,19.8,15.3,8,5,5.5,53.6,7280,389920
8767,IA,DAVIS ,10530,37189,13,28177,18.7,15.7,7.8,4.7,5.1,51.9,3631,188551
18237,WV,WETZEL ,14593,63298,13,23159,15.5,19.4,7.3,4.4,4.8,51.5,8561,440670
7160,MO,CHARITON ,12364,36075,13,24131,16.2,17.9,7.1,4.5,4.9,50.4,3683,185784
586625,MI,KENT ,11857,75464,13,24292,16.8,18.9,8,5.6,6.2,55.5,228483,12683443
5945,WY,CROOK ,9129,30660,13,29845,19.8,14.3,7.5,4.8,5.3,51.8,2962,153335
14583,GA,MORGAN ,13115,30978,13,28702,19.2,14.7,8.2,5.2,5.7,53.1,5837,310054
24378,NE,CASS ,13988,48690,13,33251,22.3,19,7.9,5.5,6.2,60.9,10023,610177
35112,IL,BUREAU ,12533,69837,13,26969,18.2,19.7,7.4,5,5.6,55.9,15185,849436
4123,NV,LINCOLN ,7627,23090,13,22573,15.2,9.6,7.4,4.5,4.9,41.5,2123,88048
7071,NE,THURSTON ,12589,47738,13,24321,15.8,17.5,9.8,4.5,4.6,52.3,2429,127125
117748,SC,BERKELEY ,12744,27584,13,24234,16.4,12.2,8.4,5.1,5.6,47.7,119143,5683614
21127,GA,EMANUEL ,12134,31795,13,21118,13.9,14,7.9,4.1,4.3,44.2,8973,396227
345664,WA,CLARK ,11692,32518,13,27231,18.7,10.9,8.1,5.7,6.4,49.8,134178,6678467
8849,GA,CANDLER ,11964,25936,13,21575,14.2,13.4,8.2,4.1,4.3,44.2,3568,157567
9247,MO,CALDWELL ,10871,26606,13,25241,16.8,15.2,7.5,4.5,4.8,48.8,4624,225735
4777,CO,PHILLIPS ,10286,54457,13,26201,17.4,17.2,7.5,4.5,4.9,51.5,2141,110322
10391,KY,WASHINGTON ,14372,34901,13,26433,17.5,16.2,7.7,4.6,5,51,4324,220551
3581,TN,PICKETT ,11895,24766,14,21041,14,13.5,6.9,4,4.3,42.6,2251,95851
20604,IL,HANCOCK ,12319,53812,14,28299,18.9,18.6,7.4,4.9,5.4,55.1,9142,503916
5334,KS,STEVENS ,13483,56930,14,25776,17.5,20.1,8.2,5.2,5.8,56.8,2211,125567
14211,IL,WASHINGTON ,12307,43628,14,29710,19.9,17.8,7.6,5.1,5.6,56.1,6016,337274
25875,SD,CODINGTON ,10913,55260,14,23719,16,16.5,7.4,4.8,5.3,49.9,11329,565694
17481,NE,WASHINGTON ,13574,49700,14,31642,21.3,18.7,7.8,5.6,6.3,59.8,6918,413562
14123,IL,FORD ,12192,64082,14,27346,18.4,19.1,7.4,4.9,5.5,55.2,6025,332495
15171,TN,MORGAN ,13802,39456,14,28149,18.3,15.9,7.8,4.2,4.5,50.7,5740,291004
12150,TX,ZAPATA ,12610,22713,14,20255,13.3,12.3,9.3,4.3,4.3,43.4,6100,264698
18395,KY,MARION ,14001,34937,14,25171,16.6,15.8,7.7,4.4,4.7,49.3,7458,367637
7046,WA,SKAMANIA ,11646,30271,14,28620,19,10.6,7.7,4.8,5.3,47.5,3107,147550
69586,WA,LEWIS ,10762,27752,14,28220,18.8,10,7.7,4.8,5.2,46.5,29812,1385983
67354,FL,PUTNAM ,10876,17973,14,19857,13.3,11.2,7.4,4.3,4.6,40.8,32120,1309814
110021,ID,KOOTENAI ,10344,47917,14,26671,17.9,11,7.8,4.9,5.4,47.1,47148,2219609
30924,NY,SENECA ,7499,48456,14,20900,14.3,10.2,7.5,4.8,5.3,42.2,13621,574844
10540,KY,GREEN ,13794,31924,14,24537,16.1,15.4,7.2,4,4.3,47.1,4967,233730
42004,KY,OLDHAM ,17537,42909,14,33249,22.8,19.3,8.5,6.5,7.5,64.6,13934,900508
27052,GA,CHATTOOGA ,12117,36624,14,24887,16.5,14.4,7.5,4.5,4.8,47.7,11373,542608
3472,CO,COSTILLA ,6371,25299,14,18480,12.1,9.9,7.3,3.7,3.8,36.9,1850,68335
219967,SC,LEXINGTON ,12896,31361,14,26108,17.9,12.5,7.7,5.5,6.1,49.7,202102,10048790
68925,IN,FLOYD ,12111,44270,14,26645,18.2,16.2,7.6,5.4,6,53.3,28431,1516219
22378,KY,MONTGOMERY ,13397,38090,14,24416,16.3,15.5,7.5,4.5,4.9,48.8,9602,468143
20097,GA,WHITE ,10899,25756,14,26558,17.8,12.7,7.6,4.8,5.2,48,9571,459266
17287,MO,PERRY ,12626,35172,14,25207,16.9,17.6,7.7,4.8,5.3,52.4,7446,389994
2370,KS,SHERIDAN ,14434,59963,14,26616,17.7,21.6,7.2,4.5,5,56,1092,61200
14331,FL,HAMILTON ,11267,19495,14,19669,13.1,11.6,7.8,4.1,4.3,40.9,5376,220027
3574,NE,NANCE ,13315,55343,14,29248,19.2,18.9,7.5,4.5,4.8,54.9,1559,85648
26821,KY,GRAYSON ,12504,27780,14,22810,15.1,14.1,7.4,4.2,4.5,45.4,14743,669296
7185,MO,GENTRY ,12207,39256,14,24233,16.1,17.5,7.4,4.3,4.6,49.9,3317,165353
3523,NE,BROWN ,11452,45104,14,25088,16.6,16.4,6.8,4.2,4.6,48.7,1916,93214
142897,WI,KENOSHA ,10251,68205,14,24343,16.8,16.1,7.8,5.5,6.2,52.4,57084,2993380
21050,SD,YANKTON ,11330,50402,14,23446,15.8,16.6,7.3,4.7,5.2,49.6,8618,427165
138647,FL,CLAY ,11935,16383,15,26472,18.2,12,8.3,5.7,6.4,50.6,52782,2673335
9632,MO,OREGON ,10425,24568,15,21937,14.4,14.7,7.2,3.8,4,44.1,4612,203375
17930,WY,TETON ,7407,24782,15,23348,16.6,7.9,7.1,6,6.9,44.6,9795,436914
181149,IN,HAMILTON ,15170,57642,15,29895,21.2,20,8.2,7.2,8.4,65.2,453785,29565368
61709,TN,HAMBLEN ,11647,29320,15,24709,16.5,13.7,7.4,4.6,4.9,47.1,26217,1234328
41077,MO,PHELPS ,10581,28436,15,20921,14.1,15.1,7.2,4.3,4.7,45.3,18121,821303
48766,WA,FRANKLIN ,11001,27396,15,27381,18.2,10.4,9.8,5.3,5.6,49.2,15911,782154
27741,KY,CARTER ,12280,28251,15,25046,16.4,14.1,7.6,4.2,4.4,46.7,11964,558189
67628,OH,ATHENS ,9446,39844,15,20379,13.6,13.5,7.2,4.2,4.5,43,27426,1180045
13942,GA,DADE ,12092,29134,15,28183,18.7,14,7.7,4.7,5.1,50.1,5964,298824
13506,KY,KNOTT ,13463,35429,15,21058,13.8,16.6,7.6,3.8,3.9,45.7,5821,265811
36780,IL,LEE ,11709,65291,15,26729,18.1,17.3,7.5,5.1,5.7,53.7,14726,790628
21273,KY,MERCER ,13628,36727,15,25660,17.2,15.7,7.4,4.7,5.2,50.2,9477,475381
5284,MO,HOLT ,11889,37671,15,22786,15.2,17.1,7,4.3,4.6,48.2,2904,140048
44909,TN,LOUDON ,13277,32504,15,27685,18.6,15.2,7.4,5,5.5,51.7,19546,1011001
5893,WY,SUBLETTE ,9100,38349,15,24755,16.8,9.8,7.4,5,5.5,44.5,3508,155973
23448,GA,FRANKLIN ,11727,30224,15,25722,17.1,13.6,7.5,4.5,4.8,47.4,10889,515646
3355,SD,BENNETT ,9731,25186,15,21496,14,13.4,9.6,4.4,4.4,45.9,1224,56144
17562,TN,OVERTON ,12128,27708,15,24735,16.3,13.9,7.2,4.1,4.4,45.9,8330,382661
38880,MN,MOWER ,11183,64170,15,24045,16.3,17.4,7.3,4.8,5.3,51,16358,835013
8040,IA,VAN BUREN ,9998,33331,15,27232,18,15,7.3,4.5,4.9,49.7,3639,181032
6876,IA,ADAIR ,11691,53824,15,26635,17.8,17.3,7,4.7,5.1,52,3120,162122
616194,WA,SNOHOMISH ,11595,35187,15,27909,19.3,10.9,8,6,6.8,51,252532,12873975
45520,PA,MCKEAN ,11304,79178,15,19320,13.2,14.9,7.2,4.6,5,44.8,21650,970799
13157,KY,POWELL ,13157,36497,16,24165,15.8,15.2,7.8,4.1,4.3,47.3,5486,259427
47857,OH,FULTON ,12041,54698,16,27730,18.8,16.9,8.1,5.4,6,55.2,18451,1018173
4317,MO,KNOX ,11607,35909,16,22025,14.6,16.7,7.2,4.1,4.4,46.9,2292,107598
239849,FL,LEON ,9916,16839,16,20427,14.2,10.5,7.1,5,5.7,42.5,104136,4425567
6394,MO,MARIES ,10876,23845,16,25506,17,15.1,7.3,4.5,4.9,48.9,3090,150997
12031,MO,OSAGE ,12005,24274,16,29485,19.7,16.3,7.9,5.1,5.6,54.6,5264,287654
37458,IL,RANDOLPH ,11694,43877,16,27189,18.2,17.3,7.5,4.9,5.4,53.3,14776,787820
180939,OR,JACKSON ,10563,37650,16,24800,16.7,10.4,7.5,4.8,5.3,44.8,75548,3381666
20709,IA,BUENA VISTA ,10848,60674,16,23997,16.2,16.9,7.6,4.8,5.2,50.8,8287,420696
11516,IN,NEWTON ,13809,56478,16,29069,19.4,18.5,8,5,5.5,56.3,4678,263502
169329,CA,SHASTA ,6746,39055,16,24200,16.2,8.2,7.6,4.7,5.1,41.8,71183,2978404
6844,IL,SCHUYLER ,11372,47620,16,27348,18.2,17.2,7.1,4.7,5.2,52.4,3134,164358
4371,KY,ELLIOTT ,11622,24920,16,22533,14.6,13.3,7.5,3.7,3.8,43,2025,87050
37212,MT,RAVALLI ,9203,42818,16,29330,19.3,10.1,7.6,4.6,5,46.6,16347,761218
9178,SD,BUTTE ,10240,46094,16,28063,18.4,15.3,7.7,4.4,4.7,50.4,4094,206136
123170,FL,SAINT JOHNS ,11392,15655,16,23271,16.5,11.5,7.4,5.9,6.7,48,58031,2786573
24384,KY,CLAY ,12251,31847,16,20701,13.3,14.2,7.8,3.5,3.5,42.4,9364,397000
947862,NY,ERIE ,8186,77359,16,18243,12.9,10.5,7.3,5.1,5.7,41.4,414820,17184090
2806,ND,HETTINGER ,12580,59007,16,28183,18.5,18.5,6.9,4.3,4.6,52.8,1477,77980
48948,KY,WHITLEY ,12549,36298,16,21235,14,14.7,7.5,3.9,4.1,44.2,21100,933576
253497,FL,MARION ,11166,16193,16,19911,13.6,11.3,7.1,4.5,4.9,41.4,124148,5142377
883,NV,ESMERALDA ,6466,24920,16,20884,14.3,8.7,6.5,4.5,5.1,39.1,719,28125
